Organelle type	GenBank accession	GenBank submission date	GenBank submitter	RefSeq accession	Organism taxid	Organism common name	Organism name	Bioproject accession	Length	Topology	Gene count
Chloroplast	OL581584.1	2021-11-19	Chungpu Research Center	NC_063132.1	1041516		Bambusa pachinensis		139471	Circular	129
Chloroplast	OL581585.1	2021-11-19	Chungpu Research Center	NC_063133.1	2768324		Bambusa dolichoclada		139473	Circular	129
Chloroplast	OL581586.1	2021-11-19	Chungpu Research Center	NC_063134.1	39435		Bambusa stenostachya		139517	Circular	128
Chloroplast	OL581587.1	2021-11-19	Chungpu Research Center	NC_063135.1	1873521		Schizostachyum diffusum		139456	Circular	128
Chloroplast	OL436256.1	2021-11-10	Chungpu Research Center	NC_063148.1	2937280		Bambusa utilis		139491	Circular	129
Chloroplast	MT304826.1	2020-04-06	Real Jardin Botanico	NC_063266.1	108542		Navaea phoenicea		158598	Circular	130
Chloroplast	MT304828.1	2020-04-06	Real Jardin Botanico	NC_063267.1	82388		Malva canariensis		158437	Circular	129
Chloroplast	MN539613.1	2019-10-06	Royal Horticultural Society	NC_063301.1	180152		Nerine sarniensis		158312	Circular	132
Chloroplast	MN539614.1	2019-10-06	Royal Horticultural Society	NC_063302.1	644807		Pancratium maritimum		160123	Circular	132
Chloroplast	MN714219.1	2019-11-19	Research Institute of Forestry, Chinese Academy of Forestry	NC_063303.1	698354		Dalbergia obtusifolia		156419	Circular	129
Chloroplast	MN714221.1	2019-11-19	Research Institute of Forestry, Chinese Academy of Forestry	NC_063304.1	3085985		Dalbergia millettii var. mimosoides		155773	Circular	129
Chloroplast	MN750348.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063305.1	44951		Pontederia paniculata		161862	Circular	132
Chloroplast	MN750349.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063306.1	2861339		Heteranthera callifolia		161221	Circular	132
Chloroplast	MN750350.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063307.1	2861341		Pontederia australasica		159728	Circular	132
Chloroplast	MN750351.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063308.1	2725876		Pontederia elata		162195	Circular	132
Chloroplast	MN750353.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063309.1	44970		Pontederia hastata		161848	Circular	132
Chloroplast	MN750355.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063310.1	44971		Pontederia korsakowii		161816	Circular	132
Chloroplast	MN750357.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063311.1	2861342		Pontederia plantaginea		162090	Circular	132
Chloroplast	MN750359.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063312.1	44972		Pontederia vaginalis		162071	Circular	132
Chloroplast	MN750361.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063313.1	2861343		Pontederia valida		162239	Circular	132
Chloroplast	MN750362.1	2019-11-27	Wuhan Botanical Garden, CAS	NC_063314.1	2861340		Pontederia africana		161387	Circular	132
Chloroplast	MN795320.1	2019-12-06	South China Agriculture University	NC_063315.1	872495		Alsophila metteniana		161602	Circular	129
Chloroplast	MN756675.1	2019-11-29	traditional medicinal plant	NC_063316.1	2291178		Wikstroemia micrantha		172610	Circular	139
Chloroplast	MW879162.1	2021-04-06	Institute of Botany, Chinese Academy of Sciences	NC_063317.1	2861180		Gastrodia longistyla		30464	Circular	26
Chloroplast	MT649290.1	2020-06-22	The University of Melbourne	NC_063319.1	308317		Erucaria hispanica		153605	Circular	132
Chloroplast	OK166811.1	2021-09-17	Wuhan Botanical Garden, Chinese Academy of Sciences	NC_063320.1	2886508		Epimedium muhuangense		157264	Circular	134
Chloroplast	MT663326.1	2020-06-24	Zhejiang Chinese Medical University	NC_063321.1	119172		Carpesium abrotanoides		151394	Circular	133
Chloroplast	MT643189.1	2020-06-18	Qinghai Normal University	NC_063322.1	324598		Xanthopappus subacaulis		153297	Circular	131
Chloroplast	MT674512.1	2020-06-28	South China Botanical Garden	NC_063323.1	2175823		Leptodermis kumaonensis		154789	Circular	130
Chloroplast	MT674514.1	2020-06-28	South China Botanical Garden	NC_063324.1	1043433		Leptodermis hirsutiflora		154639	Circular	130
Chloroplast	MT674515.1	2020-06-28	South China Botanical Garden	NC_063325.1	2175818		Leptodermis gracilis		154783	Circular	132
Chloroplast	MT674521.1	2020-06-29	South China Botanical Garden	NC_063326.1	1043439		Leptodermis ludlowii		154403	Circular	131
Chloroplast	MT674522.1	2020-06-29	South China Botanical Garden	NC_063327.1	1052173		Leptodermis forrestii		154369	Circular	130
Chloroplast	MT663306.1	2020-06-23	Southwest Forestry University	NC_063328.1	880141		Fraxinus malacophylla		155621	Circular	130
Chloroplast	MZ955034.1	2021-08-27	Southwest Forestry University	NC_063329.1	714454		Buddleja officinalis		154363	Circular	130
Chloroplast	MZ981774.1	2021-08-31	The Zhengzhou Green Expo Park	NC_063330.1	213406		Lysimachia candida		153632	Circular	132
Chloroplast	ON076014.1	2022-03-20	South China Agricultural University	NC_063331.1	451080		Adiantum malesianum		154671	Circular	131
Chloroplast	OM912721.1	2022-03-02	Sichuan Normal University	NC_063453.1	2944764		Aster polius		152045	Circular	134
Chloroplast	MZ322408.1	2021-05-28	CSIR-National Botanical Research Institute	NC_063459.1	167400		Lithocarpus dealbatus		161476	Circular	134
Chloroplast	MT113334.1	2020-02-25	South China Agricultural University	NC_063461.1	397680		Diplopterygium chinense		150591	Circular	126
Chloroplast	MK371002.1	2019-01-02	Sungkyunkwan University	NC_063462.1	255578		Sonchus tenerrimus		151923	Circular	130
Chloroplast	MK371003.1	2019-01-02	Sungkyunkwan University	NC_063463.1	381736		Sonchus pustulatus		152027	Circular	130
Chloroplast	MK371007.1	2019-01-02	Sungkyunkwan University	NC_063464.1	43194		Sonchus novae-zelandiae		152443	Circular	130
Chloroplast	MK371009.1	2019-01-02	Sungkyunkwan University	NC_063465.1	255582		Sonchus megalocarpus		152246	Circular	130
Chloroplast	MK371010.1	2019-01-02	Sungkyunkwan University	NC_063466.1	381733		Sonchus masguindalii		152392	Circular	130
Chloroplast	MK371012.1	2019-01-02	Sungkyunkwan University	NC_063467.1	43192		Sonchus grandifolius		152254	Circular	130
Chloroplast	MK371013.1	2019-01-02	Sungkyunkwan University	NC_063468.1	381732		Sonchus fragilis		152363	Circular	130
Chloroplast	MK371017.1	2019-01-02	Sungkyunkwan University	NC_063469.1	50217		Sonchus bupleuroides		152350	Circular	130
Chloroplast	MZ489116.1	2021-07-01	Nanjing Forestry University	NC_063470.1	194560		Myricaria elegans		155245	Circular	127
Chloroplast	MT679704.1	2020-06-27	Saurashtra University	NC_063471.1	1245295		Desmostachya bipinnata		134533	Circular	128
Chloroplast	MZ270554.1	2021-05-23	College of Forestry, Gansu Agriculture University	NC_063474.1	32240		Prinsepia uniflora		159179	Circular	129
Chloroplast	MZ488947.1	2021-07-01	Kunming Institute of Botany, Chinese Academy of Sciences	NC_063476.1	120622		Podocarpus longifoliolatus		134029	Circular	120
Chloroplast	MZ159965.1	2021-05-11	Chinese academy of science	NC_063477.1	2836439		Debregeasia hekouensis		155941	Circular	130
Plastid	MZ901206.1	2021-08-23	University of Arizona	NC_063478.1	1277752		Astragalus agnicidus		123777	Circular	110
Plastid	MZ923736.1	2021-08-25	University of Arizona	NC_063479.1	457880		Astragalus acutirostris		123082	Circular	110
Plastid	MZ923737.1	2021-08-25	University of Arizona	NC_063480.1	47052		Astragalus americanus		122398	Circular	110
Plastid	MZ923738.1	2021-08-25	University of Arizona	NC_063481.1	2873416		Astragalus ampullarioides		122944	Circular	110
Plastid	MZ923739.1	2021-08-25	University of Arizona	NC_063482.1	2873417		Astragalus ampullarius		122592	Circular	110
Plastid	MZ923740.1	2021-08-25	University of Arizona	NC_063483.1	2873418		Astragalus arrectus		122721	Circular	110
Plastid	MZ923741.1	2021-08-25	University of Arizona	NC_063484.1	2873419		Astragalus bicristatus		122963	Circular	110
Plastid	MZ923742.1	2021-08-25	University of Arizona	NC_063485.1	2873420		Astragalus bolanderi		122022	Circular	110
Plastid	MZ923744.1	2021-08-25	University of Arizona	NC_063486.1	2873421		Astragalus clevelandii		122656	Circular	110
Plastid	MZ923745.1	2021-08-25	University of Arizona	NC_063487.1	2873422		Astragalus gypsodes		122194	Circular	110
Plastid	MZ923749.1	2021-08-25	University of Arizona	NC_063488.1	90195		Astragalus neglectus		122253	Circular	110
Plastid	MZ923751.1	2021-08-25	University of Arizona	NC_063489.1	90199		Astragalus obscurus		121590	Circular	110
Plastid	MZ923752.1	2021-08-25	University of Arizona	NC_063490.1	2873425		Astragalus pattersonii		122969	Circular	110
Plastid	MZ923753.1	2021-08-25	University of Arizona	NC_063491.1	668558		Astragalus pectinatus		123069	Circular	110
Chloroplast	MZ153211.1	2021-05-10	Chungpu Research Center	NC_063504.1	591231		Pseudosasa usawae	PRJNA738262	139660	Circular	129
Chloroplast	MZ359284.1	2021-06-08	xiamen university	NC_063505.1	455292		Vesicularia montagnei		120998	Circular	125
Chloroplast	MZ365445.1	2021-06-10	Beijing Forestry University	NC_063506.1	2878181		Salix spathulifolia		155680	Circular	130
Chloroplast	MZ365447.1	2021-06-10	Beijing Forestry University	NC_063507.1	2878160		Salix annulifera		155626	Circular	130
Chloroplast	MZ424314.1	2021-06-19	xiamen university	NC_063508.1	1548292		Callicarpa cathayana		154182	Circular	131
Chloroplast	MZ424315.1	2021-06-19	xiamen university	NC_063509.1	1237723		Callicarpa kochiana		154181	Circular	131
Chloroplast	MZ666386.1	2021-07-26	Guizhou University	NC_063511.1	234053		Dendrobium comatum		158008	Circular	131
Chloroplast	MZ671994.1	2021-07-28	Flower Research Institute of Guangxi Academy of Agricultural Sciences	NC_063512.1	1406249		Begonia arachnoidea		169725	Circular	140
Chloroplast	MZ671995.1	2021-07-28	Flower Research Institute of Guangxi Academy of Agricultural Sciences	NC_063513.1	2878119		Begonia gulongshanensis		169153	Circular	140
Chloroplast	MZ703201.1	2021-08-03	Southwest Forestry University	NC_063514.1	2870464		Ranunculus yunnanensis		156050	Circular	128
Chloroplast	MZ962720.1	2021-08-31	Beijing Museum of Natural History	NC_063519.1	140873		Carex myosuroides		185609	Circular	125
Chloroplast	OK050523.1	2021-09-06	Endemic Species Research Institute	NC_063520.1	270183		Bupleurum kaoi		155938	Circular	131
Chloroplast	OK216144.1	2021-09-20	Zhongkai University of Agriculture and Engineering, Guangzhou 510225, Guangdong, China	NC_063521.1	2651896		Artabotrys pilosus		178195	Circular	142
Chloroplast	MN025343.1	2019-06-04	Northwest A&F University	NC_063528.1	470566		Anemone alpina		162638	Circular	132
Chloroplast	MN025348.1	2019-06-04	Northwest A&F University	NC_063529.1	174168		Anemone occidentalis		161678	Circular	133
Chloroplast	MT644145.1	2020-06-18	Sichuan Agriculture University	NC_063547.1	2887183		Campeiostachys purpuraristata		135073	Circular	131
Chloroplast	MZ868555.1	2021-08-21	Chengde Medical University	NC_063548.1	1562175		Oreocharis chienii		154082	Circular	134
Chloroplast	MZ326656.1	2021-05-31	Chinese academy of science	NC_063549.1	540248		Debregeasia elliptica		155901	Circular	130
Chloroplast	MW659449.1	2021-02-23	National Development Institute of Korean Medicine	NC_063550.1	859427		Cirsium setidens		152565	Circular	132
Chloroplast	MW794310.1	2021-03-22	National Development Institute of Korean Medicine	NC_063551.1	345239		Geranium thunbergii		155144	Circular	126
Chloroplast	MW794311.1	2021-03-22	National Development Institute of Korean Medicine	NC_063552.1	345232		Geranium koreanum		154493	Circular	120
Chloroplast	MW794313.1	2021-03-22	National Development Institute of Korean Medicine	NC_063553.1	61236		Fritillaria camschatcensis		151569	Circular	128
Chloroplast	MZ936420.1	2021-08-26	Guangdong Industrial University	NC_063554.1	225833		Artabotrys hexapetalus		178457	Circular	134
Chloroplast	MW760152.1	2021-03-16	National Development Institute of Korean Medicine	NC_063555.1	317647		Lycoris flavescens		158709	Circular	136
Chloroplast	MW760153.1	2021-03-16	National Development Institute of Korean Medicine	NC_063556.1	1306909		Lycoris x chejuensis		158512	Circular	137
Chloroplast	MW760154.1	2021-03-16	National Development Institute of Korean Medicine	NC_063557.1	928062		Lycoris uydoensis		158497	Circular	137
Chloroplast	MW900173.1	2021-04-09	National Development Institute of Korean Medicine	NC_063558.1	475396		Elsholtzia splendens		151224	Circular	129
Chloroplast	MW900175.1	2021-04-09	National Development Institute of Korean Medicine	NC_063559.1	231656		Clematis patens		159603	Circular	132
Chloroplast	MW900178.1	2021-04-11	National Development Institute of Korean Medicine	NC_063560.1	4690	trumpet lily	Lilium longiflorum		152666	Circular	130
Chloroplast	MW653296.1	2021-02-23	National Development Institute of Korean Medicine	NC_063563.1	317641		Lycoris koreana		158516	Circular	137
Chloroplast	MW801385.1	2021-03-23	Chinese Academy of Medical Sciences	NC_063565.1	110735		Zingiber corallinum		160957	Circular	133
Chloroplast	MW429483.1	2021-01-03	Nanjing Forestry University	NC_063569.1	691237		Sorbus koehneana		159873	Circular	125
Chloroplast	MZ687828.1	2021-08-02	Forestry Academy of Guangxi Zhuang Autonomous Region	NC_063570.1	241838		Excoecaria agallocha		161666	Circular	131
Chloroplast	MN954653.1	2020-01-15	Institute of Medicinal Plant Development	NC_063571.1	1586302		Inula linariifolia		150812	Circular	130
Chloroplast	MG813873.1	2018-01-18	School of life science	NC_063572.1	1848211		Cleidiocarpon cavaleriei		161544	Circular	132
Chloroplast	MN905537.1	2020-01-04	South China Agricultural University	NC_063573.1	32127		Crepidomanes minutum		146474	Circular	130
Chloroplast	MK590999.1	2019-03-04	Sun Yat-sen University	NC_063574.1	1008951		Trailliaedoxa gracilis		152407	Circular	127
Chloroplast	MK591000.1	2019-03-04	Sun Yat-sen University	NC_063575.1	197128		Sterculia nobilis		160177	Circular	131
Chloroplast	MK591001.1	2019-03-04	Sun Yat-sen University	NC_063576.1	2893994		Camellia suaveolens		156981	Circular	136
Chloroplast	MW732698.1	2021-03-11	Crops Research Institute, Guangdong Academy of Agricultural Sciences	NC_063577.1	714486		Archidendron clypearia		176769	Circular	138
Chloroplast	OK356595.1	2021-10-01	Hainan University	NC_063578.1	76974		Atalantia buxifolia		160056	Circular	128
Chloroplast	MW556315.1	2021-02-01	Guangzhou University of Chinese Medicine	NC_063579.1	168497		Buddleja lindleyana		154487	Circular	133
Chloroplast	MZ935743.1	2021-08-26	Institute of Botany, Jiangsu Province and Chinese Academy of Sciences	NC_063580.1	1604314		Gynura japonica		151023	Circular	133
Chloroplast	MZ569013.1	2021-07-14	Guizhou Botanical Garden	NC_063587.1	256364		Liparis viridiflora		157354	Circular	133
Chloroplast	OL334513.1	2021-10-30	Guizhou University of Traditional Chinese Medicine	NC_063590.1	1303700		Laportea bulbifera		150042	Circular	131
Chloroplast	OL335914.1	2021-11-01	Qinghai University	NC_063591.1	308686		Picea brachytyla		124291	Circular	104
Chloroplast	OL639015.1	2021-11-25	Lishui University	NC_063593.1	2942962		Ficus pandurata var. angustifolia		160526	Circular	130
Chloroplast	OL350836.1	2021-11-03	Liaoning Academy of Agricultural Sciences	NC_063594.1	2173067		Tulipa schrenkii		152088	Circular	136
Chloroplast	OL350837.1	2021-11-03	Liaoning Academy of Agricultural Sciences	NC_063595.1	2764601		Tulipa sinkiangensis		151929	Circular	136
Chloroplast	OM691693.1	2022-02-11	Department of Biological and Pharmaceutical Engineeringry	NC_063615.1	2916457		Rubus quinquefoliolatus		156489	Circular	131
Chloroplast	MW018355.1	2020-09-18	Yeungnam University	NC_063623.1	32189		Convallaria majalis		162198	Circular	132
Chloroplast	MW018356.1	2020-09-18	Yeungnam University	NC_063624.1	2495490		Convallaria pseudomajalis		162987	Circular	132
Chloroplast	OL684457.1	2021-11-30	Pharmacy	NC_063626.1	247904		Ammodendron bifolium		154533	Circular	124
Chloroplast	OL889926.1	2021-12-12	University of Toronto Mississauga	NC_063627.1	228641		Krameria erecta		177797	Circular	130
Chloroplast	OM161974.1	2022-01-06	Qinghai Hospital of traditional Chinese Medicine	NC_063628.1	203002		Rhodiola dumulosa	PRJNA791703	150920	Circular	134
Chloroplast	OM161977.1	2022-01-06	Qinghai Hospital of traditional Chinese Medicine	NC_063629.1	1674046		Rhodiola subopposita	PRJNA791703	151916	Circular	134
Chloroplast	ON050995.1	2022-03-19	Southwest Forestry University	NC_063630.1	300998		Leptopus chinensis		154600	Circular	128
Chloroplast	MT896720.1	2020-08-18	University of Copenhagen	NC_063633.1	328281		Cosmarium blyttii		177876	Circular	115
Chloroplast	MT896722.1	2020-08-18	University of Copenhagen	NC_063634.1	485946		Cosmarium ochthodes		184257	Circular	116
Chloroplast	MT952838.1	2020-09-02	Fujian Agriculture and Forestry University	NC_063635.1	194500		Pleione albiflora		158432	Circular	135
Chloroplast	MT954099.1	2020-09-01	Yunnan University	NC_063636.1	725107		Pterygiella cylindrica		154859	Circular	130
Chloroplast	MT954100.1	2020-09-01	Yunnan University	NC_063637.1	725108		Pterygiella duclouxii		154874	Circular	130
Chloroplast	MT954962.1	2020-09-03	Fujian Agriculture and Forestry University	NC_063638.1	2938337		Pleione arunachalensis		158440	Circular	135
Chloroplast	MT954963.1	2020-09-03	Fujian Agriculture and Forestry University	NC_063639.1	194501		Pleione coronaria		158072	Circular	135
Chloroplast	MT954964.1	2020-09-03	Fujian Agriculture and Forestry University	NC_063640.1	194506		Pleione humilis		158472	Circular	135
Chloroplast	MT954965.1	2020-09-03	Fujian Agriculture and Forestry University	NC_063641.1	194507		Pleione limprichtii		159265	Circular	135
Chloroplast	MT954967.1	2020-09-03	Fujian Agriculture and Forestry University	NC_063642.1	194511		Pleione saxicola		158976	Circular	135
Chloroplast	MT954968.1	2020-09-03	Fujian Agriculture and Forestry University	NC_063643.1	194512		Pleione scopulorum		158870	Circular	135
Chloroplast	MT982368.1	2020-09-05	school of Life Sciences	NC_063645.1	378437		Aristotelia fruticosa		158085	Circular	132
Chloroplast	MT982369.1	2020-09-05	school of Life Sciences	NC_063646.1	138856		Crinodendron patagua		159400	Circular	131
Chloroplast	MT982370.1	2020-09-05	school of Life Sciences	NC_063647.1	124941		Vallea stipularis		158456	Circular	131
Chloroplast	MW007161.1	2020-09-12	Fujian Agriculture and Forestry University	NC_063651.1	194504		Pleione grandiflora		158872	Circular	135
Chloroplast	MW007162.1	2020-09-12	Fujian Agriculture and Forestry University	NC_063652.1	194505		Pleione hookeriana		157962	Circular	135
Chloroplast	MW007164.1	2020-09-12	Fujian Agriculture and Forestry University	NC_063653.1	194510		Pleione praecox		157822	Circular	135
Chloroplast	MW007165.1	2020-09-12	Fujian Agriculture and Forestry University	NC_063654.1	2938349		Pleione vietnamensis		157964	Circular	135
Chloroplast	MW007166.1	2020-09-12	Fujian Agriculture and Forestry University	NC_063655.1	194513		Pleione yunnanensis		158802	Circular	135
Chloroplast	MW007167.1	2020-09-12	Fujian Agriculture and Forestry University	NC_063656.1	2938347		Pleione dilamellata		159251	Circular	135
Chloroplast	MW007168.1	2020-09-12	Fujian Agriculture and Forestry University	NC_063657.1	2267673		Pleione microphylla		158808	Circular	135
Chloroplast	MW006821.1	2020-09-12	South China Botanical Garden	NC_063658.1	170349		Luculia pinceana		154852	Circular	129
Chloroplast	MW014291.1	2020-09-16	Fujian Agriculture and Forestry University	NC_063659.1	2306205		Pleione aurita		158984	Circular	135
Chloroplast	OK094424.1	2021-09-09	Sangji University	NC_063661.1	202980		Hylotelephium viviparum		150429	Circular	132
Chloroplast	OK094425.1	2021-09-12	Sangji University	NC_063662.1	2930424		Orostachys minuta		150368	Circular	132
Chloroplast	OL689165.1	2021-12-01	Shandong Academy of Chinese Medicine	NC_063665.1	137761		Cynanchum rostellatum		160641	Circular	132
Chloroplast	MT773344.1	2020-07-17	Chengdu Institute of Biology, Chinense Academy of Sciences	NC_063670.1	1160296		Polystichum yaanense		149052	Circular	67
Chloroplast	MW039601.1	2020-09-25	Guangxi Botanical Garden of Medicinal Plants	NC_063671.1	124772		Illicium difengpi		143629	Circular	122
Chloroplast	MW837772.1	2021-03-30	Zhejiang Citrus Research	NC_063672.1	37656		Citrus x paradisi		160186	Circular	134
Plastid	OM479425.1	2022-02-01	Charles University	NC_063675.1	2912034		Leontynka pallida		362307	Circular	63
Chloroplast	OM974142.1	2022-03-10	Zhejiang Agriculture & Forestry University	NC_063677.1	312586		Cuphea micropetala		158988	Circular	130
Plastid	MW044669.1	2020-09-28	Your Institute	NC_063678.1	467335		Polygonum plebeium		163461	Circular	130
Chloroplast	ON000200.1	2022-03-15	Huanggang Normal University	NC_063679.1	438425		Limnophila sessiliflora	PRJNA814836	152395	Circular	134
Chloroplast	MW924110.1	2021-04-12	Chengdu Institute of Biology, Chinese Academy of Sciences	NC_063680.1	1088831		Cypripedium palangshanense		207142	Circular	127
Chloroplast	MW924111.1	2021-04-12	Chengdu Institute of Biology, Chinese Academy of Sciences	NC_063681.1	442462		Cypripedium debile		162773	Circular	126
Chloroplast	ON098014.1	2022-03-28	Hengyang Normal University	NC_063682.1	2939309		Allophylus viridis		169213	Circular	132
Chloroplast	ON098015.1	2022-03-28	Hengyang Normal University	NC_063683.1	2807156		Arytera litoralis		161091	Circular	133
Chloroplast	ON098016.1	2022-03-28	Hengyang Normal University	NC_063684.1	222980		Harpullia cupanioides		159776	Circular	131
Chloroplast	ON098017.1	2022-03-28	Hengyang Normal University	NC_063685.1	557061		Delavaya toxocarpa		161325	Circular	131
Chloroplast	ON124918.1	2022-03-30	Umaru Musa Yaradua University, Katsina	NC_063687.1	1164941		Mentha x verticillata		152026	Circular	133
Chloroplast	MW053403.1	2020-09-30	Smithsonian Institution	NC_063688.1	1844621		Chesneya acaulis		128629	Circular	108
Chloroplast	ON050971.1	2022-03-19	Southwest Forestry University	NC_063696.1	2048265		Amphicarpaea ferruginea		152531	Circular	130
Chloroplast	ON087714.1	2022-03-25	Southwest Forestry University	NC_063697.1	698833		Elsholtzia fruticosa		151550	Circular	132
Chloroplast	OK641612.1	2021-10-26	Qujing Normal University	NC_063700.1	2892998		Lindera chienii		152744	Circular	127
Chloroplast	OL362095.1	2021-11-04	Qujing Normal University	NC_063701.1	943093		Litsea honghoensis		152605	Circular	128
Chloroplast	MW084949.1	2020-10-06	Southwest Forestry University	NC_063702.1	862986		Dendrocalamus farinosus		139458	Circular	133
Chloroplast	OK138559.1	2021-09-09	Kunming Institute of Botany	NC_063708.1	156149		Torreya taxifolia		137117	Circular	121
Chloroplast	MW151698.1	2020-10-21	Nanjing Forest Police College	NC_063713.1	74823		Papaver nudicaule		153903	Circular	132
Chloroplast	MW115528.1	2020-10-10	Chinese Academy of Chinese Medical Science	NC_063729.1	453958		Inula japonica		150755	Circular	132
Chloroplast	MW115529.1	2020-10-10	Chinese Academy of Chinese Medical Science	NC_063730.1	210348		Brucea javanica		160576	Circular	133
Plastid	MW057721.1	2020-10-01	Freie Universitaet Berlin	NC_063732.1	2529468		Barclaya rotundifolia		159785	Circular	134
Plastid	MW057731.1	2020-10-01	Freie Universitaet Berlin	NC_063733.1	2939662		Nymphaea lasiophylla		158991	Circular	134
Plastid	MW057738.1	2020-10-01	Freie Universitaet Berlin	NC_063734.1	518624		Nymphaea dimorpha		159917	Circular	134
Plastid	MW057739.1	2020-10-01	Freie Universitaet Berlin	NC_063735.1	2939656		Nymphaea x daubenyana		159707	Circular	134
Chloroplast	MW160467.1	2020-10-22	He Danqing Hall, School of Life Sciences	NC_063736.1	1134458		Avicennia officinalis		148209	Circular	125
Chloroplast	MW167283.1	2020-10-25	Zhengzhou University	NC_063737.1	108210		Arachis batizocoi		156346	Circular	126
Chloroplast	MW149120.1	2020-10-21	Institute of Botany, Chinese Academy of Sciences	NC_063738.1	1392585		Codonopsis bhutanica		169718	Circular	133
Chloroplast	MW149121.1	2020-10-21	Institute of Botany, Chinese Academy of Sciences	NC_063739.1	28490		Cyananthus lobatus		163489	Circular	131
Chloroplast	MW149122.1	2020-10-22	Institute of Botany, Chinese Academy of Sciences	NC_063740.1	942061		Wahlenbergia marginata		149568	Circular	119
Chloroplast	MW149123.1	2020-10-22	Institute of Botany, Chinese Academy of Sciences	NC_063741.1	2940311		Cyclocodon axillaris		165444	Circular	132
Chloroplast	MW149124.1	2020-10-22	Institute of Botany, Chinese Academy of Sciences	NC_063742.1	1241138		Campanula pallida		162272	Circular	140
Chloroplast	MW149125.1	2020-10-22	Institute of Botany, Chinese Academy of Sciences	NC_063743.1	94282		Codonopsis javanica		172874	Circular	121
Chloroplast	MW149126.1	2020-10-22	Institute of Botany, Chinese Academy of Sciences	NC_063744.1	649672		Canarina eminii		164988	Circular	129
Chloroplast	MW115418.1	2020-10-10	School of Agriculture and Biology, Shanghai Jiao Tong University	NC_063746.1	239086		Vitis quinquangularis		160822	Circular	131
Chloroplast	OL701983.1	2021-12-02	South China Botanical Garden, Chinese Academy of Science	NC_063747.1	197127		Reevesia orbicularifolia		161764	Circular	131
Chloroplast	OL701984.1	2021-12-02	South China Botanical Garden, Chinese Academy of Science	NC_063748.1	2871440		Reevesia lofouensis		161894	Circular	131
Chloroplast	OL701985.1	2021-12-02	South China Botanical Garden, Chinese Academy of Science	NC_063749.1	2871442		Reevesia pubescens		161784	Circular	131
Chloroplast	OL701987.1	2021-12-02	South China Botanical Garden, Chinese Academy of Science	NC_063750.1	2941023		Reevesia xuefengensis		161859	Circular	131
Chloroplast	OL742460.1	2021-12-06	Tibet Agriculture and Animal Husbandry University	NC_063786.1	1439918		Rhodiola gelida		151832	Circular	131
Chloroplast	OM949050.1	2022-03-08	Zhejaing A&F University	NC_063788.1	36775		Cuphea hookeriana		158999	Circular	128
Chloroplast	MZ569021.1	2021-07-15	Beijing Forestry Unv	NC_063819.1	452763		Boenninghausenia albiflora		156711	Circular	132
Chloroplast	MZ569022.1	2021-07-15	Beijing Forestry Unv	NC_063820.1	452765		Cneoridium dumosum		160677	Circular	132
Chloroplast	MZ569023.1	2021-07-15	Beijing Forestry Unv	NC_063821.1	714465		Dictamnus dasycarpus		157036	Circular	131
Chloroplast	MZ569024.1	2021-07-15	Beijing Forestry Unv	NC_063822.1	452797		Thamnosma montana		155641	Circular	132
Chloroplast	MZ569025.1	2021-07-15	Beijing Forestry Unv	NC_063823.1	452773		Haplophyllum dauricum		158017	Circular	130
Chloroplast	MZ569026.1	2021-07-15	Beijing Forestry Unv	NC_063824.1	452800		Thamnosma texana		154656	Circular	132
Chloroplast	ON359895.1	2022-04-26	Zhejiang Institute of Subtropical Crops	NC_063825.1	29636		Sphaeropteris lepifera		162114	Circular	129
Chloroplast	ON164854.1	2022-04-06	Yunnan Normal University	NC_063827.1	2933812		Diarthron tianschanicum		172119	Circular	139
Chloroplast	ON086916.1	2022-03-25	College of Life Sciences and Medicine, Zhejiang Sci-Tech University	NC_063828.1	1442762		Uncaria scandens		153780	Circular	127
Chloroplast	ON086917.1	2022-03-25	College of Life Sciences and Medicine, Zhejiang Sci-Tech University	NC_063829.1	703397		Thladiantha nudiflora		157091	Circular	130
Chloroplast	ON041137.1	2022-03-22	Guizhou normal university	NC_063831.1	13306		Tulipa gesneriana		151958	Circular	131
Chloroplast	OM687297.1	2022-02-12	School of Life Sciences	NC_063832.1	690556		Mucuna sempervirens		153809	Circular	124
Chloroplast	OM423217.1	2022-01-27	Beijing Foresty University	NC_063833.1	1428766		Phyllostylon rhamnoides		160287	Circular	132
Chloroplast	OM423218.1	2022-01-27	Beijing Foresty University	NC_063834.1	1568982		Ampelocera edentula		161886	Circular	132
Chloroplast	OM423219.1	2022-01-27	Beijing Foresty University	NC_063835.1	2708851		Holoptelea grandis		160332	Circular	131
Chloroplast	MZ905455.1	2021-08-24	Nanjing Forestry University	NC_063836.1	281079		Fargesia dracocephala		139638	Circular	130
Chloroplast	MZ848366.1	2021-08-17	Jiangxi Academy of Forestry	NC_063837.1	367357		Cornus wilsoniana		158158	Circular	133
