sampleID	am_environment	ammonium_nitrogen_wt	ammonium_nitrogen_wt_meth	biotic_relationship	boron_hot_cacl2	boron_hot_cacl2_meth	clay	clay_meth	coarse_sand	coarse_sand_meth	collection_date	collection_permit	color	color_meth	conductivity	conductivity_meth	crop_rotation_1yr_since_present	crop_rotation_2yrs_since_present	crop_rotation_3yrs_since_present	crop_rotation_4yrs_since_present	crop_rotation_5yrs_since_present	database_schema_definitions_url	density	density_meth	depth	depth_lower	depth_upper	dtpa_copper	dtpa_copper_meth	dtpa_iron	dtpa_iron_meth	dtpa_manganese	dtpa_manganese_meth	dtpa_zinc	dtpa_zinc_meth	elev	env_broad_scale	env_local_scale	env_medium	exc_aluminium	exc_aluminium_meth	exc_calcium	exc_calcium_meth	exc_magnesium	exc_magnesium_meth	exc_potassium	exc_potassium_meth	exc_sodium	exc_sodium_meth	fine_sand	fine_sand_meth	fire	funding_agency	general_env_feature	geo_loc_name	gravel	gravel_meth	hyperspectral_analysis	hyperspectral_analysis_meth	lat_lon	latitude	local_class	local_class_meth	longitude	microbial_biomass	microbial_biomass_meth	nitrate_nitrogen	nitrate_nitrogen_meth	notes	nucl_acid_ext	organic_carbon	organic_carbon_meth	ph	ph_meth	ph_solid_h2o	ph_solid_h2o_meth	phosphorus_colwell	phosphorus_colwell_meth	potassium_colwell	potassium_colwell_meth	profile_position	samp_collect_device	samp_mat_process	sample_attribution	sample_database_file	sample_metadata_ingest_date	sample_metadata_ingest_file	sample_metadata_update_history	sample_site_location_description	sample_submitter	sample_type	sand	sand_meth	silt	silt_meth	slope_aspect	slope_gradient	source_mat_id	store_cond	sulphur	sulphur_meth	synonyms	texture	texture_meth	total_nitrogen	total_nitrogen_meth	url	utc_date_sampled	utc_time_sampled	vegetation_dom_grasses	vegetation_dom_grasses_meth	vegetation_dom_shrubs	vegetation_dom_shrubs_meth	vegetation_dom_trees	vegetation_dom_trees_meth	vegetation_total_cover	vegetation_type	water_content	water_content_soil_meth	bio12	bio1	et0_v3_yr	ai_v3_yr	AI	percent_duplicates	percent_gc	avg_sequence_length	percent_fails	total_sequences
8146	Soil	5	meth_2.1	Free-living	0.55	meth_2.1	12.74	meth_2.1	47.64	meth_2.1	2014-07-21T00:00:00		BRGR		0.04	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.71	meth_2.1	104.48	meth_2.1	44.5	meth_2.1	3.38	meth_2.1	1111	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.09	meth_2.1	9.92	meth_2.1	2.43	meth_2.1	0.48	meth_2.1	0.03	meth_2.1	16.06	meth_2.1			Temperate	Australia:Australian Capital Territory [GAZ_00002788]	0	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-35.8811 149.0083	-35.8811	Kurosol	meth_2.27	149.0083	NA		1.00E-10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	3.96	meth_2.1	5.1	meth_2.1	5.8	meth_2.1	29	meth_2.1	251	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Namadgi NP		Soil	63.7	meth_2.1	23.55	meth_2.1		15	102.100.100/8146	frozen	4.2	meth_2.1		2.5	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8146	7/21/14								NA	Woodland	17.2939495	meth_2.1	775	8.96483	1269	5693	0.5693	0.520385699	61	149.7944638	0	15916180
8148	Soil	9	meth_2.1	Free-living	0.44	meth_2.1	47.08	meth_2.1	5.45	meth_2.1	2014-07-21T00:00:00		DKGR		0.082	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.77	meth_2.1	349.45	meth_2.1	10.19	meth_2.1	4.33	meth_2.1	1092	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.117	meth_2.1	11.68	meth_2.1	11.52	meth_2.1	0.53	meth_2.1	0.44	meth_2.1	16.01	meth_2.1			Temperate	Australia:Australian Capital Territory [GAZ_00002788]	5	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-35.876683 149.0097	-35.876683	Kurosol	meth_2.27	149.0097	NA		2	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	5.18	meth_2.1	5	meth_2.1	5.8	meth_2.1	20	meth_2.1	206	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;	Namadgi NP		Soil	21.46	meth_2.1	31.46	meth_2.1		0	102.100.100/8148	frozen	11.6	meth_2.1		3	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8148	7/21/14								NA	Grassland	47.46257758	meth_2.1	775	8.96483	1267	5719	0.5719	0.64183085	61	150.7318737	0	18686111
8150	Soil	5	meth_2.1	Free-living	0.38	meth_2.1	12.23	meth_2.1	41.14	meth_2.1	2014-07-21T00:00:00		LTGR		0.03	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.5	meth_2.1	78.79	meth_2.1	41.08	meth_2.1	1.67	meth_2.1	1105	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.291	meth_2.1	4.82	meth_2.1	1.39	meth_2.1	0.48	meth_2.1	0.04	meth_2.1	20.03	meth_2.1			Temperate	Australia:Australian Capital Territory [GAZ_00002788]	10	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-35.876933 149.01025	-35.876933	Kurosol	meth_2.27	149.01025	NA		1.00E-10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	2.51	meth_2.1	4.7	meth_2.1	5.4	meth_2.1	19	meth_2.1	200	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;	Namadgi NP		Soil	61.17	meth_2.1	26.61	meth_2.1		15	102.100.100/8150	frozen	2.6	meth_2.1		2.5	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8150	7/21/14								NA	Woodland	16.51202024	meth_2.1	775	8.96483	1267	5719	0.5719	0.493565631	60	149.5847776	9.090909091	15584244
8152	Soil	8	meth_2.1	Free-living	0.53	meth_2.1	35.93	meth_2.1	8.96	meth_2.1	2014-07-22T00:00:00		GR		0.095	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	1.2	meth_2.1	409.68	meth_2.1	16.25	meth_2.1	8.65	meth_2.1	1088	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.133	meth_2.1	10.28	meth_2.1	7.28	meth_2.1	0.6	meth_2.1	0.18	meth_2.1	23.32	meth_2.1			Temperate	Australia:Australian Capital Territory [GAZ_00002788]	0	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-35.874867 149.01088	-35.874867	Kurosol	meth_2.27	149.01088	NA		17	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	5.1	meth_2.1	4.8	meth_2.1	5.5	meth_2.1	30	meth_2.1	255	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;	Namadgi NP		Soil	32.27	meth_2.1	31.8	meth_2.1		0	102.100.100/8152	frozen	8.3	meth_2.1		3	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8152	7/22/14								NA	Grassland	40.25245442	meth_2.1	735	9.383	1281	5431	0.5431	0.586825843	61	150.727255	0	17246854
8162	Soil	4	meth_2.1	Free-living	0.17	meth_2.1	9.51	meth_2.1	44.84	meth_2.1	2012-11-13T00:00:00		BR		0.025	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.24	meth_2.1	26.9	meth_2.1	10.09	meth_2.1	0.15	meth_2.1	493	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.103	meth_2.1	2.24	meth_2.1	0.9	meth_2.1	0.36	meth_2.1	0.06	meth_2.1	43.73	meth_2.1			Arid	Australia:Northern Territory [GAZ_00002787]	0	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-25.3523 131.0343	-25.3523	Rudosol	meth_2.27	131.0343	NA		1.00E-10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.56	meth_2.1	5.2	meth_2.1	6.2	meth_2.1	6	meth_2.1	156	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Uluru		Soil	88.57	meth_2.1	1.92	meth_2.1		0	102.100.100/8162	frozen	3.5	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8162	11/13/12								NA	Grassland	0	meth_2.1	312	21.49267	3041	1029	0.1029	1.114629488	65	149.6236524	9.090909091	14487720
8164	Soil	2	meth_2.1	Free-living	0.21	meth_2.1	5.9	meth_2.1	70.97	meth_2.1	2012-11-12T00:00:00		BRRD		0.043	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.21	meth_2.1	2.34	meth_2.1	4.79	meth_2.1	0.33	meth_2.1	514	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.051	meth_2.1	5.21	meth_2.1	0.42	meth_2.1	0.37	meth_2.1	1.00E-10	meth_2.1	20.16	meth_2.1			Arid	Australia:Northern Territory [GAZ_00002787]	0	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-25.3457 131.0213	-25.3457	Rudosol	meth_2.27	131.0213	NA		1	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.3	meth_2.1	7.2	meth_2.1	7.9	meth_2.1	13	meth_2.1	171	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Uluru		Soil	91.13	meth_2.1	2.97	meth_2.1		0	102.100.100/8164	frozen	2.1	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8164	11/12/12								NA	Grassland	0.526251377	meth_2.1	312	21.49267	3045	1024	0.1024	1.54063223	66	149.5862545	9.090909091	26519761
8455	Soil	1	meth_2.1	Free-living	0.13	meth_2.1	4.89	meth_2.1	83.25	meth_2.1	2013-03-15T00:00:00		BROR		0.011	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.69	meth_2.1	5.94	meth_2.1	6.79	meth_2.1	0.29	meth_2.1	501	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.202	meth_2.1	0.97	meth_2.1	0.26	meth_2.1	0.14	meth_2.1	1.00E-10	meth_2.1	10.87	meth_2.1			Arid	Australia:Northern Territory [GAZ_00002787]	0	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-25.3119 131.085	-25.3119	Tenosols	meth_2.27	131.085	NA		1	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.14	meth_2.1	5.7	meth_2.1	6.4	meth_2.1	3	meth_2.1	56	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Uluru		Soil	94.12	meth_2.1	0.99	meth_2.1		0	102.100.100/8455	frozen	1.8	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8455	3/15/13								NA	Grassland	0.362276499	meth_2.1	320	21.64483	3030	1049	0.1049	0.413597407	64	149.9422259	0	19064377
8457	Soil	2	meth_2.1	Free-living	0.11	meth_2.1	2.89	meth_2.1	84.51	meth_2.1	2013-03-15T00:00:00		BROR		1.00E-100	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.18	meth_2.1	1.91	meth_2.1	2.1	meth_2.1	0.26	meth_2.1	514	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.236	meth_2.1	0.63	meth_2.1	0.13	meth_2.1	0.09	meth_2.1	1.00E-10	meth_2.1	11.62	meth_2.1			Arid	Australia:Northern Territory [GAZ_00002787]	0	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-25.3118 131.084	-25.3118	Tenosols	meth_2.27	131.084	NA		1	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.07	meth_2.1	6	meth_2.1	6.4	meth_2.1	1.00E-10	meth_2.1	34	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Uluru		Soil	96.13	meth_2.1	0.98	meth_2.1		0	102.100.100/8457	frozen	1.8	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8457	3/15/13								NA	Grassland	1.457489879	meth_2.1	320	21.64483	3030	1049	0.1049	0.42515306	66	149.9439241	0	21503741
8459	Soil	2	meth_2.1	Free-living	0.11	meth_2.1	5.91	meth_2.1	71.07	meth_2.1			BROR		0.026	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.18	meth_2.1	4.06	meth_2.1	5.13	meth_2.1	0.13	meth_2.1	517	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.229	meth_2.1	0.68	meth_2.1	0.22	meth_2.1	0.1	meth_2.1	1.00E-10	meth_2.1	22.03	meth_2.1			Arid	Australia:Northern Territory [GAZ_00002787]	0	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-25.2875 130.92864	-25.2875	Tenosols	meth_2.27	130.92864	NA		1.00E-10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.14	meth_2.1	5	meth_2.1	6	meth_2.1	1.00E-10	meth_2.1	39	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Uluru		Soil	93.1	meth_2.1	0.99	meth_2.1		0	102.100.100/8459	frozen	1.7	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8459									NA	Grassland	0.362647325	meth_2.1	307	21.67333	3032	1015	0.1015	0.512411184	65	149.9884339	9.090909091	30254394
8461	Soil	38	meth_2.1	Free-living	0.73	meth_2.1	12.08	meth_2.1	47.44	meth_2.1	2012-12-11T00:00:00		BR		0.231	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.57	meth_2.1	21.92	meth_2.1	43.99	meth_2.1	1.58	meth_2.1	570	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.057	meth_2.1	9.9	meth_2.1	3.38	meth_2.1	0.73	meth_2.1	0.06	meth_2.1	36.43	meth_2.1			Arid	Australia:Northern Territory [GAZ_00002787]	0	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-25.2713 130.756	-25.2713	Rudosol	meth_2.27	130.756	NA		4	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	1.45	meth_2.1	7.4	meth_2.1	7.8	meth_2.1	37	meth_2.1	328	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Uluru		Soil	83.87	meth_2.1	4.06	meth_2.1		0	102.100.100/8461	frozen	40.4	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8461	12/11/12								NA	Grassland	1.63276998	meth_2.1	322	21.899	3071	1045	0.1045	0.601542252	65	150.7357067	9.090909091	16790052
8487	Soil	3	meth_2.1	Free-living	0.2	meth_2.1	6.05	meth_2.1	53.47	meth_2.1	2012-11-22T00:00:00		BRGR		0.016	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.23	meth_2.1	20.71	meth_2.1	3.12	meth_2.1	0.34	meth_2.1	40	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.197	meth_2.1	2	meth_2.1	1.07	meth_2.1	0.07	meth_2.1	0.05	meth_2.1	32.33	meth_2.1			Tropical (wet)	Australia:Northern Territory [GAZ_00002787]	25	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-12.64892 132.373833	-12.64892	Kandosol	meth_2.27	132.373833	NA		1.00E-10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	1.71	meth_2.1	5	meth_2.1	6	meth_2.1	5	meth_2.1	52	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;	Kakadu NP		Soil	85.8	meth_2.1	8.14	meth_2.1		0	102.100.100/8487	frozen	1.3	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8487	11/22/12								NA	Woodland	5.150976909	meth_2.1	1561	27.53367	2258	6932	0.6932	0.357375816	64	150.7883188	0	11355052
8489	Soil	3	meth_2.1	Free-living	0.18	meth_2.1	9.83	meth_2.1	65.34	meth_2.1	2012-11-22T00:00:00		BRGR		0.017	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.44	meth_2.1	44.18	meth_2.1	9	meth_2.1	0.4	meth_2.1	12	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.345	meth_2.1	0.69	meth_2.1	0.61	meth_2.1	0.07	meth_2.1	0.03	meth_2.1	22.85	meth_2.1			Tropical (wet)	Australia:Northern Territory [GAZ_00002787]	15	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-12.620676 132.633355	-12.620676	Tenosols	meth_2.27	132.633355	NA		1.00E-10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.65	meth_2.1	4.7	meth_2.1	5.6	meth_2.1	4	meth_2.1	38	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;	Kakadu NP		Soil	88.19	meth_2.1	1.98	meth_2.1		0	102.100.100/8489	frozen	0.9	meth_2.1		1.5	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8489	11/22/12								NA	Shrubland	2.736318408	meth_2.1	1569	27.83467	2256	6922	0.6922	0.631659166	64	149.4127743	0	14567570
8491	Soil	4	meth_2.1	Free-living	0.17	meth_2.1	13.85	meth_2.1	54.12	meth_2.1	2012-11-22T00:00:00		GR		0.018	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.41	meth_2.1	34.99	meth_2.1	19.12	meth_2.1	0.59	meth_2.1	15	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.223	meth_2.1	1.36	meth_2.1	0.72	meth_2.1	0.17	meth_2.1	0.02	meth_2.1	25.07	meth_2.1			Tropical (wet)	Australia:Northern Territory [GAZ_00002787]	0	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-12.620788 132.633712	-12.620788	Tenosols	meth_2.27	132.633712	NA		1	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.79	meth_2.1	4.7	meth_2.1	5.7	meth_2.1	4	meth_2.1	81	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;	Kakadu NP		Soil	79.2	meth_2.1	6.95	meth_2.1		0	102.100.100/8491	frozen	1.5	meth_2.1		2.5	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8491	11/22/12								NA	Shrubland	2.829474958	meth_2.1	1569	27.83467	2256	6922	0.6922	0.581958069	62	149.7755394	0	15483265
8493	Soil	2	meth_2.1	Free-living	1.00E-100	meth_2.1	7.84	meth_2.1	69.47	meth_2.1	2013-04-26T00:00:00		GR		1.00E-100	meth_2.1						https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	NA		0	0.1	0	0.21	meth_2.1	23.16	meth_2.1	1.3	meth_2.1	0.24	meth_2.1	36	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	0.334	meth_2.1	0.55	meth_2.1	0.3	meth_2.1	0.12	meth_2.1	0.02	meth_2.1	19.73	meth_2.1			Tropical (wet)	Australia:Northern Territory [GAZ_00002787]	5	meth_2.1	DOI 10.5281/zenodo.6265730	meth_2.26	-12.92929 132.59483	-12.92929	Tenosols	meth_2.27	132.59483	NA		1.00E-10	meth_2.1	geo_loc_name: state/territory values derived from lat_lon using Nominatim	meth_3.1.1	0.53	meth_2.1	4.9	meth_2.1	5.9	meth_2.1	1.00E-10	meth_2.1	45	meth_2.1					AM_db_v4.2_202408091431.db	4/23/21	BASE_NEW_CKAN_Curated_depth_xlsx	All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;	Kakadu NP		Soil	89.2	meth_2.1	2.96	meth_2.1		0	102.100.100/8493	frozen	1.8	meth_2.1		2	meth_2.1	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8493	4/26/13								NA	Shrubland	6.379397408	meth_2.1	1451	27.86717	2263	6423	0.6423	0.649440989	64	150.6683381	0	16727862
