"Sample"	"sampleID"	"am_environment"	"ammonium_nitrogen_wt"	"ammonium_nitrogen_wt_meth"	"biotic_relationship"	"boron_hot_cacl2"	"boron_hot_cacl2_meth"	"clay"	"clay_meth"	"coarse_sand"	"coarse_sand_meth"	"collection_date"	"collection_permit"	"color"	"color_meth"	"conductivity"	"conductivity_meth"	"crop_rotation_1yr_since_present"	"crop_rotation_2yrs_since_present"	"crop_rotation_3yrs_since_present"	"crop_rotation_4yrs_since_present"	"crop_rotation_5yrs_since_present"	"database_schema_definitions_url"	"density"	"density_meth"	"depth"	"depth_lower"	"depth_upper"	"dtpa_copper"	"dtpa_copper_meth"	"dtpa_iron"	"dtpa_iron_meth"	"dtpa_manganese"	"dtpa_manganese_meth"	"dtpa_zinc"	"dtpa_zinc_meth"	"elev"	"env_broad_scale"	"env_local_scale"	"env_medium"	"exc_aluminium"	"exc_aluminium_meth"	"exc_calcium"	"exc_calcium_meth"	"exc_magnesium"	"exc_magnesium_meth"	"exc_potassium"	"exc_potassium_meth"	"exc_sodium"	"exc_sodium_meth"	"fine_sand"	"fine_sand_meth"	"fire"	"funding_agency"	"general_env_feature"	"geo_loc_name"	"gravel"	"gravel_meth"	"hyperspectral_analysis"	"hyperspectral_analysis_meth"	"lat_lon"	"latitude"	"local_class"	"local_class_meth"	"longitude"	"microbial_biomass"	"microbial_biomass_meth"	"nitrate_nitrogen"	"nitrate_nitrogen_meth"	"notes"	"nucl_acid_ext"	"organic_carbon"	"organic_carbon_meth"	"ph"	"ph_meth"	"ph_solid_h2o"	"ph_solid_h2o_meth"	"phosphorus_colwell"	"phosphorus_colwell_meth"	"potassium_colwell"	"potassium_colwell_meth"	"profile_position"	"samp_collect_device"	"samp_mat_process"	"sample_attribution"	"sample_database_file"	"sample_metadata_ingest_date"	"sample_metadata_ingest_file"	"sample_metadata_update_history"	"sample_site_location_description"	"sample_submitter"	"sample_type"	"sand"	"sand_meth"	"silt"	"silt_meth"	"slope_aspect"	"slope_gradient"	"source_mat_id"	"store_cond"	"sulphur"	"sulphur_meth"	"synonyms"	"texture"	"texture_meth"	"total_nitrogen"	"total_nitrogen_meth"	"url"	"utc_date_sampled"	"utc_time_sampled"	"vegetation_dom_grasses"	"vegetation_dom_grasses_meth"	"vegetation_dom_shrubs"	"vegetation_dom_shrubs_meth"	"vegetation_dom_trees"	"vegetation_dom_trees_meth"	"vegetation_total_cover"	"vegetation_type"	"water_content"	"water_content_soil_meth"	"bio12"	"bio1"	"et0_v3_yr"	"ai_v3_yr"	"AI"	"percent_duplicates"	"percent_gc"	"avg_sequence_length"	"percent_fails"	"total_sequences"	"AI_bin"	"Dataset"
"X401557"	401557	"Soil"	4.294079769	"meth_2.1"	"Free-living"	NA	""	4.91	"meth_1.23"	NA	""	"2021-01-29T00:00:00"	"SL102346"	""	""	0.0599	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.202844894	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.61544 150.87872"	-33.61544	"Kurosol"	"meth_2.27"	150.87872	11.73060893	"meth_1.23"	15.87294376	"meth_2.1"	""	""	0.024491763	"meth_2.1"	NA	""	5.87	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Scheyville NP"	"Kumari Rajapaksha Prathirajage"	"Soil"	84.09	"meth_1.23"	11	"meth_1.23"	NA	NA	"102.100.100/401557"	"frozen"	NA	""	"10_2"	"Loamy sand"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401557"	"1/29/21"	""	"Oplismenus imbecillis (300%); Microlaena stipoides (80%); Cyperus gracilis (6%)"	"meth_2.28"	"Breynia oblongifolia (8%); Bursaria spinosa (24%); Trema tomentosa (20%)"	"meth_2.28"	"Eucalyptus moluccana (15%); Eucalyptus crebra (5%); Eucalyptus Tereticornis (1%)"	"meth_2.28"	NA	"Woodland"	14.08450704	"meth_2.1"	906	17.1695	1606	5633	0.5633	10.4573124390454	63	150.668713799885	9.09090909090909	30373695	"Bin2"	"BASE"
"X401548"	401548	"Soil"	4.777064995	"meth_2.1"	"Free-living"	NA	""	12.91	"meth_1.23"	NA	""	"2021-01-27T00:00:00"	"SL102346"	""	""	0.0547	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.214226808	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.6 Protected landscape"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-34.04879 150.73224"	-34.04879	"Kurosol"	"meth_2.27"	150.73224	10.28492988	"meth_1.23"	2.860744652	"meth_2.1"	""	""	0.021528452	"meth_2.1"	NA	""	5.68	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Camden Golf Club Park"	"Kumari Rajapaksha Prathirajage"	"Soil"	73.09	"meth_1.23"	14	"meth_1.23"	NA	NA	"102.100.100/401548"	"frozen"	NA	""	"1_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401548"	"1/27/21"	""	"Dianella caerulea (0.1%); lomandra filiformis (0.1%)"	"meth_2.28"	"Eremophila debilis (0.4%)"	"meth_2.28"	"Eucalyptus moluccana (12%)"	"meth_2.28"	NA	"Woodland"	6.406080347	"meth_2.1"	904	16.9715	1609	5565	0.5565	11.0800376565516	63	150.646284988923	9.09090909090909	29243291	"Bin2"	"BASE"
"X401558"	401558	"Soil"	2.556169241	"meth_2.1"	"Free-living"	NA	""	19.91	"meth_1.23"	NA	""	"2021-01-29T00:00:00"	"SL102346"	""	""	0.0482	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.951343195	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.61405 150.87895"	-33.61405	"Kurosol"	"meth_2.27"	150.87895	8.942613206	"meth_1.23"	6.927054785	"meth_2.1"	""	""	0.003737988	"meth_2.1"	NA	""	5.72	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Scheyville NP"	"Kumari Rajapaksha Prathirajage"	"Soil"	65.09	"meth_1.23"	15	"meth_1.23"	NA	NA	"102.100.100/401558"	"frozen"	NA	""	"11_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401558"	"1/29/21"	""	"Oplismenus aemulus (5%); Microlaena stipoides (10%); Themeda australis (10%)"	"meth_2.28"	"Breynia oblongifolia (5%); Bursaria spinosa (20%); Trema tomentosa (1%)"	"meth_2.28"	"Eucalyptus moluccana (25%); Eucalyptus crebra (5%)"	"meth_2.28"	NA	"Woodland"	10.71895425	"meth_2.1"	906	17.1695	1606	5633	0.5633	9.50965993197059	63	150.656189968202	9.09090909090909	29209520	"Bin2"	"BASE"
"X401550"	401550	"Soil"	4.453595957	"meth_2.1"	"Free-living"	NA	""	4.91	"meth_1.23"	NA	""	"2021-01-27T00:00:00"	"SL102346"	""	""	0.0551	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.320834284	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.6 Protected landscape"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-34.0494 150.73091"	-34.0494	"Kurosol"	"meth_2.27"	150.73091	7.702319478	"meth_1.23"	1.987401718	"meth_2.1"	""	""	0.007240361	"meth_2.1"	NA	""	5.78	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Camden Golf Club Park"	"Kumari Rajapaksha Prathirajage"	"Soil"	86.09	"meth_1.23"	9	"meth_1.23"	NA	NA	"102.100.100/401550"	"frozen"	NA	""	"3_2"	"Loamy sand"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401550"	"1/27/21"	""	"Microlaena stipoides (40%); Rytidosperma (5%); Aristida personata (2%); Chloris ventricosa (10%);"	"meth_2.28"	"Bursaria spinosa (2%); Myoporum debile (1%);"	"meth_2.28"	"Eucalyptus moluccana (20%)"	"meth_2.28"	NA	"Woodland"	8.915662651	"meth_2.1"	904	16.9715	1609	5565	0.5565	9.36974936646635	64	150.643603868835	9.09090909090909	29178709	"Bin2"	"BASE"
"X401568"	401568	"Soil"	3.40415534	"meth_2.1"	"Free-living"	NA	""	13.91	"meth_1.23"	NA	""	"2021-02-02T00:00:00"	"SL102346"	""	""	0.0216	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.954852521	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.67646 150.75291"	-33.67646	"Chromosol"	"meth_2.27"	150.75291	7.886435822	"meth_1.23"	0.151639208	"meth_2.1"	""	""	0.006162154	"meth_2.1"	NA	""	5.18	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Castlereagh NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	60.09	"meth_1.23"	26	"meth_1.23"	NA	NA	"102.100.100/401568"	"frozen"	NA	""	"21_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401568"	"2/2/21"	""	"Cyathochaeta diandra (20%); Ptilothrix deusta (1%); Entolasia stricta (1%); Lepidosperma laterale (1%); Lomandra glauca (1%)"	"meth_2.28"	"Banksia spinulosa (1%); Banksia oblongifolia (2%); Hakea laevipes (3%); Isopogon anemonifolius (1%); Banksia diosmifolia (2%)"	"meth_2.28"	"Angophora bakeri (4%); Eucalyptus sclerophylla (10%); Allocasuarina littoralis (1%); Eucalyptus parramattensis (0.8%)"	"meth_2.28"	NA	"Woodland"	37.30272597	"meth_2.1"	857	17.38017	1623	5334	0.5334	10.0330340697058	62	150.675305209343	9.09090909090909	28854867	"Bin2"	"BASE"
"X401579"	401579	"Soil"	3.164485324	"meth_2.1"	"Free-living"	NA	""	20.91	"meth_1.23"	NA	""	"2021-02-03T00:00:00"	"SL102346"	""	""	0.0338	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.957192071	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.65373 150.74562"	-33.65373	"Chromosol"	"meth_2.27"	150.74562	6.230957837	"meth_1.23"	1.987098903	"meth_2.1"	""	""	0.02165191	"meth_2.1"	NA	""	4.83	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Londonderry Reserve"	"Kumari Rajapaksha Prathirajage"	"Soil"	63.09	"meth_1.23"	16	"meth_1.23"	NA	NA	"102.100.100/401579"	"frozen"	NA	""	"32_2"	"Sandy clay loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401579"	"2/3/21"	""	"Microlaena stipoides (40%); Themeda australis (20%); Oplismenus aemulus (5%); Entolasia marginata (1%)"	"meth_2.28"	"Melaleuca nodosa (40%); Melaleuca decora (5%); Breynia oblongifolia (3%); Banksia spinulosa (2%); Persoonia linearis (1%)"	"meth_2.28"	"Angophora floribunda (3%); Eucalyptus sclerophylla (15%); Eucalyptus cebra (6%)"	"meth_2.28"	NA	"Woodland"	5.97826087	"meth_2.1"	846	17.26983	1619	5235	0.5235	10.4463690728589	62	150.676629252854	9.09090909090909	28481460	"Bin2"	"BASE"
"X401576"	401576	"Soil"	1.989621404	"meth_2.1"	"Free-living"	NA	""	17.31	"meth_1.23"	NA	""	"2021-02-02T00:00:00"	"SL102346"	""	""	0.0227	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.734934756	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.65294 150.80072"	-33.65294	"Chromosol"	"meth_2.27"	150.80072	5.516544608	"meth_1.23"	0.33042	"meth_2.1"	""	""	0.00358437	"meth_2.1"	NA	""	4.92	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Windsor Downs NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	63.09	"meth_1.23"	19.6	"meth_1.23"	NA	NA	"102.100.100/401576"	"frozen"	NA	""	"29_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401576"	"2/2/21"	""	"Cyathochaeta diandra (2.5%); Lomandra multiflora (2.5%); Lomandra glauca (1%); Lepidosperma lateral (2.5%)"	"meth_2.28"	"Melaleuca nodosa (15%); Acacia elongata (1%); Leptospermum polygalifolium (70%); Kunzea capitata (1%)"	"meth_2.28"	"Eucalyptus parramattensis (1%); Eucalyptus sclerophylla (10%); Angophora bakeri (1%)"	"meth_2.28"	NA	"Woodland"	3.560830861	"meth_2.1"	856	17.353	1630	5300	0.53	9.7535444700047	62	150.674762340881	9.09090909090909	27838612	"Bin2"	"BASE"
"X401577"	401577	"Soil"	6.57046888	"meth_2.1"	"Free-living"	NA	""	13.51	"meth_1.23"	NA	""	"2021-02-02T00:00:00"	"SL102346"	""	""	0.0328	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.448497716	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.65123 150.79839"	-33.65123	"Chromosol"	"meth_2.27"	150.79839	8.225272013	"meth_1.23"	0.644163616	"meth_2.1"	""	""	0.017823606	"meth_2.1"	NA	""	5.51	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Windsor Downs NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	71.09	"meth_1.23"	15.4	"meth_1.23"	NA	NA	"102.100.100/401577"	"frozen"	NA	""	"30_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401577"	"2/2/21"	""	"Lomandra multiflora (1%); Lomandra cylindrica (2%); Microlaena stipoides (1%)"	"meth_2.28"	"Dillwynia tenuifolia (1%); Melaleuca nodosa (8%); Melaleuca thymifolia (2%); Melaleuca decora (20%); Leptospermum polygalifolium (2%)"	"meth_2.28"	"Eucalyptus fibrosa (1%); Eucalyptus parramattensis (2%); Eucalyptus sclerophylla (13%); Angophora bakeri (15%); Eucalyptus crebra (6%)"	"meth_2.28"	NA	"Woodland"	13.49009901	"meth_2.1"	856	17.353	1642	5224	0.5224	9.24718936712762	63	150.665991613583	9.09090909090909	27615606	"Bin2"	"BASE"
"X401602"	401602	"Soil"	9	"meth_2.1"	"Free-living"	0.52	"meth_2.1"	NA	""	NA	""	"2021-11-23T00:00:00"	"SL102523"	"GR"	"meth_2.1"	0.031	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.52	"meth_2.1"	48.8	"meth_2.1"	64.68	"meth_2.1"	0.9	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	1.51	"meth_2.1"	3.42	"meth_2.1"	1.11	"meth_2.1"	0.44	"meth_2.1"	0.06	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-33.2204 150.02722"	-33.2204	"Sodosol"	"meth_2.27"	150.02722	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Upper slope}"	""	3.44	"meth_2.1"	4.5	"meth_2.1"	5.5	"meth_2.1"	7	"meth_2.1"	213	"meth_2.1"	"shoulder"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Gardens of Stone National Park; 21.1km north north west of Wallerawang. 31.3km north west of Lithgow"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401602"	"frozen"	3.3	"meth_2.1"	"AMI004-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401602"	"11/23/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	799	12.74383	1459	5468	0.5468	10.8311776603865	61	150.680457685798	9.09090909090909	27417674	"Bin2"	"BASE"
"X401553"	401553	"Soil"	2.921873875	"meth_2.1"	"Free-living"	NA	""	7.91	"meth_1.23"	NA	""	"2021-01-27T00:00:00"	"SL102346"	""	""	0.0839	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.426271984	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.6 Protected landscape"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-34.04907 150.73021"	-34.04907	"Kurosol"	"meth_2.27"	150.73021	9.527689229	"meth_1.23"	1.70295864	"meth_2.1"	""	""	0.003848863	"meth_2.1"	NA	""	6.03	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Camden Golf Club Park"	"Kumari Rajapaksha Prathirajage"	"Soil"	71.09	"meth_1.23"	21	"meth_1.23"	NA	NA	"102.100.100/401553"	"frozen"	NA	""	"6_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401553"	"1/27/21"	""	"Cynodon dactylon (0.1%)"	"meth_2.28"	"0"	"meth_2.28"	"Eucalyptus moluccana (3%)"	"meth_2.28"	NA	"Woodland"	5.627198124	"meth_2.1"	904	16.9715	1609	5565	0.5565	10.3313657758966	64	150.671309781407	9.09090909090909	27363169	"Bin2"	"BASE"
"X401556"	401556	"Soil"	4.139234754	"meth_2.1"	"Free-living"	NA	""	18.91	"meth_1.23"	NA	""	"2021-01-29T00:00:00"	"SL102346"	""	""	0.0495	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	3.0554532	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.61367 150.88248"	-33.61367	"Kurosol"	"meth_2.27"	150.88248	9.365945675	"meth_1.23"	5.682890836	"meth_2.1"	""	""	0.003528152	"meth_2.1"	NA	""	5.8	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Scheyville NP"	"Kumari Rajapaksha Prathirajage"	"Soil"	71.09	"meth_1.23"	10	"meth_1.23"	NA	NA	"102.100.100/401556"	"frozen"	NA	""	"9_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401556"	"1/29/21"	""	"Themeda australis (30%); Microlaena stipoides (40%); Dichelachne micrantha (5%); Panicum effusum (4%); Sporobolus creber (1%); Oplismenus aemulus (2%); Chloris ventricosa (2%)"	"meth_2.28"	"Bursaria spinosa (4%)"	"meth_2.28"	"Eucalyptus moluccana (12%); Eucalyptus crebra (6%)"	"meth_2.28"	NA	"Woodland"	11.46245059	"meth_2.1"	906	17.1695	1606	5633	0.5633	9.64253281764755	63	150.677172750602	9.09090909090909	27028942	"Bin2"	"BASE"
"X138607"	138607	"Soil"	2	"meth_2.1"	"Free-living"	0.12	"meth_2.1"	2.88	"meth_2.1"	94.25	"meth_2.1"	"2021-06-15T04:30:00"	""	"BRGR"	"meth_2.1"	0.015	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.26	"meth_2.1"	13.9	"meth_2.1"	5.5	"meth_2.1"	0.05	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1 Nature conservation"	"Soil [ENVO_00001998]"	0.12	"meth_2.1"	0.1	"meth_2.1"	0.07	"meth_2.1"	0.01	"meth_2.1"	0.02	"meth_2.1"	1.9	"meth_2.1"	""	""	"Tropical (wet)"	"Australia:Northern Territory [GAZ_00002787]"	"5"	"meth_2.1"	""	""	"-13.98342 136.48076"	-13.98342	"Tenosol"	"meth_2.27"	136.48076	NA	""	1e-10	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	0.2	"meth_2.1"	5.1	"meth_2.1"	6.2	"meth_2.1"	1e-10	"meth_2.1"	1e-10	"meth_2.1"	""	"meth_1.1"	""	""	"AM_db_v4.2_202408091431.db"	"8/8/22"	"Groot_metadata_UTC_convert_xlsx"	"Groote_CSBP_211012_PREPAID_001_AM_SOIL_format_UPDATE_xlsx; AM_enviro_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;"	""	"Bissett"	"Soil"	96.15	"meth_2.1"	0.98	"meth_2.1"	NA	NA	"102.100.100/138607"	"frozen (DNA extraction) | air-dried (physchem)"	1	"meth_2.1"	""	"1"	"meth_2.1"	1e-10	"meth_2.1"	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/138607"	"6/15/21"	"4:30:00"	""	""	""	""	""	""	50	"Savannah"	NA	""	1225	26.7945	2193	5620	0.562	9.09316934978189	64	150.605617929959	9.09090909090909	26997987	"Bin2"	"BASE"
