sample_id,am_environment,ammonium_nitrogen_wt,ammonium_nitrogen_wt_meth,biotic_relationship,boron_hot_cacl2,boron_hot_cacl2_meth,clay,clay_meth,coarse_sand,coarse_sand_meth,collection_date,collection_permit,color,color_meth,conductivity,conductivity_meth,crop_rotation_1yr_since_present,crop_rotation_2yrs_since_present,crop_rotation_3yrs_since_present,crop_rotation_4yrs_since_present,crop_rotation_5yrs_since_present,database_schema_definitions_url,density,density_meth,depth,depth_lower,depth_upper,dtpa_copper,dtpa_copper_meth,dtpa_iron,dtpa_iron_meth,dtpa_manganese,dtpa_manganese_meth,dtpa_zinc,dtpa_zinc_meth,elev,env_broad_scale,env_local_scale,env_medium,exc_aluminium,exc_aluminium_meth,exc_calcium,exc_calcium_meth,exc_magnesium,exc_magnesium_meth,exc_potassium,exc_potassium_meth,exc_sodium,exc_sodium_meth,fine_sand,fine_sand_meth,fire,funding_agency,general_env_feature,geo_loc_name,gravel,gravel_meth,hyperspectral_analysis,hyperspectral_analysis_meth,lat_lon,latitude,local_class,local_class_meth,longitude,microbial_biomass,microbial_biomass_meth,nitrate_nitrogen,nitrate_nitrogen_meth,notes,nucl_acid_ext,organic_carbon,organic_carbon_meth,ph,ph_meth,ph_solid_h2o,ph_solid_h2o_meth,phosphorus_colwell,phosphorus_colwell_meth,potassium_colwell,potassium_colwell_meth,profile_position,samp_collect_device,samp_mat_process,sample_attribution,sample_database_file,sample_metadata_ingest_date,sample_metadata_ingest_file,sample_metadata_update_history,sample_site_location_description,sample_submitter,sample_type,sand,sand_meth,silt,silt_meth,slope_aspect,slope_gradient,source_mat_id,store_cond,sulphur,sulphur_meth,synonyms,texture,texture_meth,total_nitrogen,total_nitrogen_meth,url,utc_date_sampled,utc_time_sampled,vegetation_dom_grasses,vegetation_dom_grasses_meth,vegetation_dom_shrubs,vegetation_dom_shrubs_meth,vegetation_dom_trees,vegetation_dom_trees_meth,vegetation_total_cover,vegetation_type,water_content,water_content_soil_meth
102.100.100/7888,Soil,4,meth_2.1,Free-living,0.21,meth_2.1,13.21,meth_2.1,46.66,meth_2.1,2013-07-30T00:00:00,,GRYW,,0.032,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.64,meth_2.1,95.36,meth_2.1,17.17,meth_2.1,3.17,meth_2.1,1145,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],1.903,meth_2.1,0.6,meth_2.1,0.35,meth_2.1,0.47,meth_2.1,0.04,meth_2.1,22.78,meth_2.1,,,Temperate,Australia:Australian Capital Territory [GAZ_00002788],35,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-35.431 148.80225,-35.431,Tenosols,meth_2.27,148.80225,,,1.00E-10,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,2.52,meth_2.1,4.5,meth_2.1,5.3,meth_2.1,4,meth_2.1,217,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;,Namadgi NP,,Soil,69.44,meth_2.1,17.35,meth_2.1,,20,102.100.100/7888,frozen,2.1,meth_2.1,,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7888,7/30/13,,,,,,,,,Forest,20.94,meth_2.1
102.100.100/7892,Soil,3,meth_2.1,Free-living,1.45,meth_2.1,23.26,meth_2.1,43.36,meth_2.1,2013-03-07T00:00:00,,LTBR,,0.198,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.56,meth_2.1,69.21,meth_2.1,1.52,meth_2.1,1.1,meth_2.1,119.2,1 Conservation and Natural Environments,1.3.4 Rehabilitation,Soil [ENVO_00001998],0.234,meth_2.1,2.09,meth_2.1,3.52,meth_2.1,0.45,meth_2.1,1.6,meth_2.1,24.25,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],20,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-34.240089 118.720502,-34.240089,Sodosol,meth_2.27,118.720502,,,1,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,2.11,meth_2.1,4.8,meth_2.1,5.8,meth_2.1,7,meth_2.1,207,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Nowanup,,Soil,67.61,meth_2.1,9.12,meth_2.1,,1,102.100.100/7892,frozen,12.7,meth_2.1,,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7892,3/7/13,,,,,,,,,Woodland,6.745311555,meth_2.1
102.100.100/7894,Soil,2,meth_2.1,Free-living,2.38,meth_2.1,30.01,meth_2.1,45.02,meth_2.1,2013-03-07T00:00:00,,LTBR,,0.373,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.47,meth_2.1,35.95,meth_2.1,1.35,meth_2.1,1.1,meth_2.1,116.7,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.162,meth_2.1,3.59,meth_2.1,6.6,meth_2.1,0.5,meth_2.1,2.77,meth_2.1,19.96,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],15,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-34.241561 118.721042,-34.241561,Sodosol,meth_2.27,118.721042,,,1.00E-10,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,2.2,meth_2.1,5.7,meth_2.1,6.5,meth_2.1,3,meth_2.1,214,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Nowanup,,Soil,64.98,meth_2.1,5.01,meth_2.1,,1,102.100.100/7894,frozen,25.5,meth_2.1,,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7894,3/7/13,,,,,,,,,Woodland,11.06998654,meth_2.1
102.100.100/7896,Soil,2,meth_2.1,Free-living,0.94,meth_2.1,9.16,meth_2.1,60.26,meth_2.1,2013-03-18T00:00:00,,BR,,0.127,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.45,meth_2.1,31.85,meth_2.1,14.04,meth_2.1,0.89,meth_2.1,179.7,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.071,meth_2.1,9.94,meth_2.1,2.5,meth_2.1,0.74,meth_2.1,0.41,meth_2.1,21.37,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-34.086318 118.852825,-34.086318,Sodosol,meth_2.27,118.852825,,,22,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,2.49,meth_2.1,5.7,meth_2.1,6.3,meth_2.1,10,meth_2.1,304,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 1,,Soil,81.63,meth_2.1,9.21,meth_2.1,,,102.100.100/7896,frozen,12.1,meth_2.1,,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7896,3/18/13,,,,,,,,,Woodland,9.651574436,meth_2.1
102.100.100/7898,Soil,2,meth_2.1,Free-living,0.38,meth_2.1,7.6,meth_2.1,68.91,meth_2.1,2013-03-18T00:00:00,,BR,,0.069,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.24,meth_2.1,30.83,meth_2.1,16.92,meth_2.1,0.54,meth_2.1,181.3,1 Conservation and Natural Environments,1.3.4 Rehabilitation,Soil [ENVO_00001998],0.219,meth_2.1,3.77,meth_2.1,0.6,meth_2.1,0.51,meth_2.1,0.08,meth_2.1,19.63,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-34.084868 118.851229,-34.084868,Sodosol,meth_2.27,118.851229,,,26,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,1.12,meth_2.1,4.8,meth_2.1,5.4,meth_2.1,22,meth_2.1,224,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 1,,Soil,88.55,meth_2.1,3.85,meth_2.1,,,102.100.100/7898,frozen,7.1,meth_2.1,,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7898,3/18/13,,,,,,,,,Woodland,7.182583823,meth_2.1
102.100.100/7904,Soil,3,meth_2.1,Free-living,0.61,meth_2.1,9.68,meth_2.1,64.25,meth_2.1,2013-03-19T00:00:00,,GRBR,,0.114,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.18,meth_2.1,77.81,meth_2.1,1.36,meth_2.1,0.51,meth_2.1,192.8,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.103,meth_2.1,2.16,meth_2.1,1.42,meth_2.1,0.13,meth_2.1,0.69,meth_2.1,24.11,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],5,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-34.077238 118.868672,-34.077238,Sodosol,meth_2.27,118.868672,,,1.00E-10,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,1.86,meth_2.1,5,meth_2.1,6,meth_2.1,4,meth_2.1,49,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 2,,Soil,88.36,meth_2.1,1.96,meth_2.1,,0,102.100.100/7904,frozen,10,meth_2.1,,1.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7904,3/19/13,,,,,,,,,Woodland,5.986696231,meth_2.1
102.100.100/7910,Soil,3,meth_2.1,Free-living,0.36,meth_2.1,8.02,meth_2.1,74.28,meth_2.1,2013-03-20T00:00:00,,GRBR,,0.032,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.36,meth_2.1,49.71,meth_2.1,3.21,meth_2.1,0.69,meth_2.1,188.1,1 Conservation and Natural Environments,1.3.4 Rehabilitation,Soil [ENVO_00001998],0.216,meth_2.1,2.23,meth_2.1,0.55,meth_2.1,0.1,meth_2.1,0.15,meth_2.1,19.74,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],15,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-34.093906 118.860087,-34.093906,Sodosol,meth_2.27,118.860087,,,6,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,1.84,meth_2.1,4.6,meth_2.1,5.5,meth_2.1,11,meth_2.1,40,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 3,,Soil,94.01,meth_2.1,1.00E-10,meth_2.1,,3,102.100.100/7910,frozen,3.2,meth_2.1,,1.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7910,3/20/13,,,,,,,,,Woodland,2.97470114,meth_2.1
102.100.100/7912,Soil,2,meth_2.1,Free-living,0.52,meth_2.1,8.01,meth_2.1,71.95,meth_2.1,2013-03-20T00:00:00,,GRYW,,0.068,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.17,meth_2.1,79.2,meth_2.1,1.52,meth_2.1,0.45,meth_2.1,185.4,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.222,meth_2.1,2.29,meth_2.1,1.08,meth_2.1,0.12,meth_2.1,0.24,meth_2.1,19.03,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],10,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-34.094451 118.861484,-34.094451,Sodosol,meth_2.27,118.861484,,,1,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,1.59,meth_2.1,4.8,meth_2.1,5.7,meth_2.1,2,meth_2.1,46,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 3,,Soil,90.98,meth_2.1,1.01,meth_2.1,,3,102.100.100/7912,frozen,5.7,meth_2.1,,1.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7912,3/20/13,,,,,,,,,Woodland,4.553794829,meth_2.1
102.100.100/7916,Soil,3,meth_2.1,Free-living,0.39,meth_2.1,7.99,meth_2.1,75.14,meth_2.1,2013-04-14T00:00:00,,BRYW,,0.039,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.36,meth_2.1,99.46,meth_2.1,2.81,meth_2.1,2.05,meth_2.1,112.5,1 Conservation and Natural Environments,1.3.4 Rehabilitation,Soil [ENVO_00001998],0.224,meth_2.1,1.98,meth_2.1,0.67,meth_2.1,0.2,meth_2.1,0.17,meth_2.1,15.87,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],35,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-34.303744 118.730286,-34.303744,Kurosol,meth_2.27,118.730286,,,1,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,1.33,meth_2.1,4.6,meth_2.1,5.6,meth_2.1,4,meth_2.1,76,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Chingarrup,,Soil,91.01,meth_2.1,1,meth_2.1,,3,102.100.100/7916,frozen,6.5,meth_2.1,,1.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7916,4/14/13,,,,,,,,,Woodland,2.224736048,meth_2.1
102.100.100/7918,Soil,3,meth_2.1,Free-living,0.44,meth_2.1,6.96,meth_2.1,71.95,meth_2.1,2013-04-15T00:00:00,,BRYW,,0.041,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.15,meth_2.1,59.65,meth_2.1,2.11,meth_2.1,0.75,meth_2.1,107.8,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.166,meth_2.1,2.57,meth_2.1,0.95,meth_2.1,0.24,meth_2.1,0.14,meth_2.1,18.08,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],65,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-34.303255 118.731283,-34.303255,Kurosol,meth_2.27,118.731283,,,1.00E-10,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,1.16,meth_2.1,5,meth_2.1,6,meth_2.1,2,meth_2.1,102,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Chingarrup,,Soil,90.03,meth_2.1,3.01,meth_2.1,,5,102.100.100/7918,frozen,5.3,meth_2.1,,1.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7918,4/15/13,,,,,,,,,Woodland,3.070819865,meth_2.1
102.100.100/8076,Soil,4,meth_2.1,Free-living,0.38,meth_2.1,10.22,meth_2.1,30.59,meth_2.1,2013-08-06T00:00:00,,LTBR,,0.03,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.49,meth_2.1,156.47,meth_2.1,13.17,meth_2.1,3.62,meth_2.1,176,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.054,meth_2.1,1.67,meth_2.1,0.87,meth_2.1,0.26,meth_2.1,0.13,meth_2.1,47.89,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],5,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-30.181567 115.211567,-30.181567,Chromosols,meth_2.27,115.211567,,,1.00E-10,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,1.16,meth_2.1,5.2,meth_2.1,6.2,meth_2.1,3,meth_2.1,113,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Mt Lesueur NP,,Soil,78.48,meth_2.1,11.3,meth_2.1,,2,102.100.100/8076,frozen,4.1,meth_2.1,,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8076,8/6/13,,,,,,,,,Woodland,14.46065659,meth_2.1
102.100.100/8078,Soil,4,meth_2.1,Free-living,1.21,meth_2.1,31.97,meth_2.1,23.19,meth_2.1,2013-08-06T00:00:00,,DKBR,,0.098,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,2.21,meth_2.1,73.28,meth_2.1,17.78,meth_2.1,3.19,meth_2.1,184,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.11,meth_2.1,7.02,meth_2.1,8.21,meth_2.1,0.87,meth_2.1,0.88,meth_2.1,25.84,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],5,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-30.171067 115.213433,-30.171067,Chromosols,meth_2.27,115.213433,,,2,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,3.47,meth_2.1,5.2,meth_2.1,6.2,meth_2.1,5,meth_2.1,342,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Mt Lesueur NP,,Soil,49.02,meth_2.1,19.01,meth_2.1,,0,102.100.100/8078,frozen,7.1,meth_2.1,,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8078,8/6/13,,,,,,,,,Woodland,11.67664671,meth_2.1
102.100.100/8084,Soil,4,meth_2.1,Free-living,0.35,meth_2.1,10.17,meth_2.1,42.59,meth_2.1,2013-08-06T00:00:00,,BRGR,,0.027,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.53,meth_2.1,35.92,meth_2.1,13.26,meth_2.1,2.38,meth_2.1,178,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.121,meth_2.1,2.9,meth_2.1,0.74,meth_2.1,0.31,meth_2.1,0.1,meth_2.1,40.09,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-30.111883 115.258517,-30.111883,Chromosols,meth_2.27,115.258517,,,2,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,1.37,meth_2.1,4.9,meth_2.1,5.9,meth_2.1,3,meth_2.1,138,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Mt Lesueur NP,,Soil,82.68,meth_2.1,7.15,meth_2.1,,0,102.100.100/8084,frozen,3.1,meth_2.1,,1.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8084,8/6/13,,,,,,,,,Woodland,12.05347817,meth_2.1
102.100.100/8088,Soil,2,meth_2.1,Free-living,20.99,meth_2.1,26.63,meth_2.1,4.68,meth_2.1,2013-08-07T00:00:00,,GR,,1.459,meth_2.1,,,,,,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.35,meth_2.1,4.36,meth_2.1,3.71,meth_2.1,0.88,meth_2.1,10,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.003,meth_2.1,23.14,meth_2.1,12.05,meth_2.1,0.68,meth_2.1,7.53,meth_2.1,36.23,meth_2.1,,,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,-30.04105 115.02035,-30.04105,Rudosol,meth_2.27,115.02035,,,5,meth_2.1,geo_loc_name: state/territory values derived from lat_lon using Nominatim,meth_3.1.1,3.8,meth_2.1,8.1,meth_2.1,8.7,meth_2.1,12,meth_2.1,266,meth_2.1,,,,,AM_db_v4.2_202408091431.db,4/23/21,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;,Mt Lesueur NP,,Soil,40.91,meth_2.1,32.46,meth_2.1,,0,102.100.100/8088,frozen,665.8,meth_2.1,,3,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8088,8/7/13,,,,,,,,,Woodland,28.48288871,meth_2.1
