layers	Brady_Reference	GCA_004212675_1	GCA_024199845_1	GCA_900099825_1	Brady_401573_Strain_1	Brady_401616_Strain_1	Brady_401656_Strain_2	Brady_401558_Strain_2	Brady_138538_Strain_2	Brady_401554_Strain_1	Brady_401652_Strain_2	GCA_000938255_1	Brady_401658_Strain_2	Brady_401558_Strain_1	Brady_401652_Strain_1	Brady_401564_Strain_2	GCA_011058295_1	GCA_900011245_1	GCA_001693485_1	Brady_12816_Strain_1	GCA_018130215_1	Brady_401600_Strain_2	Brady_401595_Strain_2	GCA_030435535_1	GCA_000473125_1	GCA_946415105_1	Brady_401588_Strain_2	GCA_018130385_1	Brady_401606_Strain_1	GCA_003020115_1	GCA_900129675_1	Brady_401566_Strain_1	GCA_031202265_1	GCA_016616425_1	GCA_027594865_1	GCA_018398895_1	Brady_401556_Strain_2	GCA_900104755_1	Brady_401660_Strain_1	Brady_401552_Strain_1	GCA_900142345_1	Brady_401548_Strain_2	GCA_029714945_1	GCA_015624505_1	GCA_001440415_1	GCA_000472925_1	Brady_401568_Strain_2	Brady_401557_Strain_2	GCA_936928535_1	GCA_023073735_1	GCA_006519655_1	GCA_008123425_1	Brady_401589_Strain_2	Brady_401600_Strain_1	GCA_003476535_1	GCA_029714305_1	GCA_018130795_1	GCA_030378205_1	Brady_401580_Strain_2	GCA_018130565_1	Brady_401568_Strain_1	GCA_000472425_1	Brady_401595_Strain_1	Brady_401593_Strain_2	Brady_401592_Strain_1	GCA_016907215_1	GCA_900142985_1	GCA_017614905_1	GCA_003062295_1	Brady_401563_Strain_2	Brady_401564_Strain_1	GCA_019455395_1	Brady_401632_Strain_1	Brady_401577_Strain_2	GCA_023073935_1	GCA_020329485_1	GCA_002108805_1	GCA_018131185_1	Brady_401550_Strain_2	GCA_000472385_1	GCA_900141755_1	Brady_401583_Strain_2	Brady_401560_Strain_2	GCA_003476565_1	GCA_016031625_1	GCA_000472645_1	GCA_015291625_1	GCA_018129725_1	Brady_401560_Strain_1	Brady_401554_Strain_2	Brady_401550_Strain_1	Brady_401571_Strain_1	Brady_401624_Strain_2	GCA_021052265_1	Brady_401658_Strain_1	GCA_029761915_1	GCA_001593325_1	Brady_401561_Strain_1	GCA_023073095_1	GCA_001908185_1	Brady_401552_Strain_2	GCA_900129425_1	GCA_022012435_1	GCA_029714405_1	GCA_023073035_1	Brady_401648_Strain_1	Brady_401586_Strain_2	GCA_023074095_1	Brady_401566_Strain_2	Brady_7085_Strain_2	Brady_401556_Strain_1	Brady_7085_Strain_1	GCA_023073475_1	Brady_401583_Strain_1	GCA_016616235_1	Brady_401567_Strain_2	Brady_401569_Strain_2	GCA_900109945_1	Brady_401580_Strain_1	Brady_401553_Strain_2	Brady_401581_Strain_1	Brady_401594_Strain_1	GCA_000518345_1	Brady_401576_Strain_1	GCA_004634465_1	Brady_401591_Strain_1	Brady_401582_Strain_1	GCA_019972155_1	Brady_401592_Strain_2	GCA_000938285_1	GCA_018398875_1	Brady_401577_Strain_1	GCA_023100945_1	Brady_401576_Strain_2	Brady_401570_Strain_1	Brady_401567_Strain_1	GCA_009766005_1	Brady_401656_Strain_1	Brady_401614_Strain_1	GCA_014844175_1	Brady_401557_Strain_1	Brady_401588_Strain_1	Brady_401553_Strain_1	Brady_401660_Strain_2	GCA_001440475_1	Brady_401589_Strain_1	GCA_018130785_1	Brady_401586_Strain_1	Brady_401569_Strain_1	Brady_401640_Strain_1	Brady_401636_Strain_1	Brady_401636_Strain_2	Brady_401593_Strain_1	Brady_138538_Strain_1	Brady_401582_Strain_2	Brady_7083_Strain_2	GCA_900129505_1	GCA_023072905_1	Brady_7083_Strain_1	Brady_401561_Strain_2	Brady_401608_Strain_1	Brady_401579_Strain_1	GCA_001440035_1	GCA_023073875_1	GCA_013114825_1	GCA_016031635_1	Brady_401548_Strain_1	Brady_401604_Strain_1	GCA_018130735_1	GCA_900011265_1	GCA_016612535_1	GCA_021052305_1	Brady_401608_Strain_2	Brady_401624_Strain_1	GCA_013114835_1	GCA_000465325_1	Brady_401594_Strain_2	Brady_401563_Strain_1	GCA_018130685_1	GCA_015291565_1	GCA_024199945_1
GCA_023073735_1	0.87082	0.820386	0.894318	0.817952	0.863447	0.864519	0.841443	0.840516	0.842337	0.871071	0.842486	0.872693	0.842485	0.874217	0.870862	0.838003	0.825413	0.87884	0.815226	0.865995	0.822461	0.838843	0.840841	0.869046	0.882066	0.826483	0.843722	0.816866	0.861993	0.879888	0.814375	0.867926	0.816234	0.881907	0.884898	0.814614	0.840375	0.8176	0.875434	0.874408	0.817807	0.841277	0.872612	0.875351	0.814682	0.853456	0.838699	0.84103	0.867018	1.0	0.882083	0.871524	0.839948	0.865739	0.828316	0.821313	0.883866	0.823576	0.839692	0.896474	0.867247	0.814631	0.870256	0.838986	0.873075	0.875826	0.803441	0.820658	0.816422	0.838255	0.868467	0.868293	0.863581	0.839198	0.991602	0.817523	0.876131	0.885453	0.843531	0.807385	0.809477	0.839463	0.840678	0.827826	0.884263	0.88591	0.824511	0.826314	0.875445	0.84047	0.880613	0.864707	0.840171	0.882434	0.879242	0.868221	0.891696	0.869004	0.878665	0.878421	0.838717	0.806742	0.864935	0.849925	0.879215	0.864951	0.842047	0.96849	0.839389	0.838278	0.873903	0.874862	0.968513	0.871535	0.879588	0.840169	0.8392	0.87765	0.8702	0.845918	0.86831	0.871849	0.879206	0.867812	0.884484	0.866791	0.868552	0.826314	0.838403	0.873609	0.814817	0.87497	0.822451	0.838788	0.863964	0.874693	0.807834	0.871728	0.864882	0.881555	0.872871	0.87211	0.874731	0.843742	0.817514	0.872724	0.883994	0.874316	0.868091	0.864731	0.869843	0.838557	0.86992	0.870166	0.840483	0.840325	0.813531	0.875721	0.878563	0.838256	0.86272	0.863734	0.866114	0.9679	0.812238	0.885546	0.877726	0.864088	0.884304	0.883854	0.868229	0.876278	0.838106	0.875644	0.815048	0.827164	0.839506	0.866679	0.896599	0.829272	0.871723
GCA_023073875_1	0.871897	0.820528	0.895168	0.817484	0.864078	0.865231	0.842182	0.842273	0.843319	0.872594	0.843545	0.87319	0.844035	0.875331	0.871819	0.840035	0.826101	0.878509	0.814569	0.867119	0.822862	0.839681	0.842325	0.868914	0.883575	0.826786	0.844827	0.815526	0.863691	0.880586	0.814072	0.86948	0.814505	0.882419	0.886052	0.813103	0.841304	0.817262	0.876261	0.875506	0.817071	0.843163	0.872585	0.87528	0.813068	0.854327	0.839532	0.842999	0.866356	0.968047	0.883093	0.870778	0.841885	0.867209	0.827024	0.821909	0.883921	0.822703	0.841275	0.89711	0.868843	0.81295	0.871837	0.84053	0.87479	0.876924	0.802534	0.819683	0.815118	0.839744	0.870205	0.867714	0.864727	0.840324	0.968544	0.817224	0.877697	0.885727	0.844688	0.806829	0.80875	0.839824	0.842088	0.827074	0.883652	0.887354	0.8257	0.827612	0.87646	0.841582	0.881511	0.865776	0.841145	0.882995	0.880098	0.867545	0.891346	0.870262	0.879029	0.879224	0.8404	0.805139	0.866461	0.850326	0.879512	0.866094	0.844098	0.989288	0.840749	0.83937	0.875177	0.87545	0.997827	0.872273	0.880293	0.841484	0.840456	0.877684	0.87104	0.84753	0.868984	0.873395	0.878805	0.868239	0.883461	0.867736	0.869925	0.82521	0.838823	0.87399	0.81478	0.875316	0.820778	0.840176	0.864725	0.875425	0.807896	0.872935	0.865975	0.882981	0.873865	0.873638	0.875658	0.844966	0.816728	0.874548	0.883833	0.875825	0.868794	0.866506	0.869901	0.83951	0.870564	0.871256	0.841977	0.841596	0.812896	0.876909	0.879044	0.839412	0.86476	0.864514	0.866889	1.0	0.811389	0.885158	0.878328	0.865266	0.884384	0.884798	0.869773	0.876395	0.839009	0.876636	0.8147	0.82697	0.840158	0.867694	0.896788	0.828326	0.871385
GCA_023073935_1	0.872222	0.820319	0.8955	0.81781	0.863999	0.865445	0.842122	0.841936	0.842254	0.872476	0.843423	0.872816	0.843917	0.876146	0.872183	0.839021	0.824745	0.879078	0.815408	0.867311	0.822906	0.839612	0.841847	0.868477	0.88252	0.826696	0.844285	0.816967	0.863423	0.880695	0.814893	0.869253	0.816086	0.881583	0.885529	0.81301	0.841278	0.817863	0.876769	0.875012	0.818038	0.842092	0.872157	0.87518	0.813043	0.853637	0.839331	0.842605	0.867696	0.991769	0.882559	0.871789	0.841122	0.866913	0.827547	0.820824	0.884824	0.82323	0.840564	0.895605	0.867902	0.815275	0.871613	0.840156	0.87387	0.876092	0.803977	0.819729	0.816898	0.83872	0.870467	0.868595	0.863861	0.839431	1.0	0.817876	0.877228	0.885614	0.844327	0.807881	0.809511	0.839983	0.841384	0.828082	0.883873	0.886299	0.825673	0.826983	0.876669	0.841695	0.881899	0.865942	0.840603	0.882409	0.879951	0.868397	0.892368	0.870595	0.879403	0.87867	0.839671	0.806521	0.86669	0.850693	0.879753	0.865221	0.84335	0.969367	0.839981	0.838924	0.874931	0.87616	0.969108	0.871976	0.879485	0.840832	0.840449	0.8778	0.870966	0.846958	0.869436	0.873282	0.879134	0.86827	0.885104	0.867369	0.869709	0.825271	0.839308	0.872733	0.81469	0.875301	0.82335	0.840035	0.864752	0.876406	0.807723	0.873029	0.865295	0.882403	0.873701	0.873664	0.876077	0.844521	0.81802	0.874375	0.884532	0.876247	0.868553	0.866511	0.869947	0.839133	0.870568	0.87065	0.841598	0.841684	0.813321	0.876741	0.879843	0.839711	0.864257	0.865068	0.86737	0.968178	0.811732	0.885531	0.878817	0.864829	0.885259	0.884259	0.868488	0.876166	0.839216	0.876054	0.814939	0.82712	0.840029	0.867875	0.896439	0.829446	0.871192
GCA_023074095_1	0.871991	0.819944	0.895671	0.816673	0.864605	0.864929	0.842062	0.841717	0.842774	0.872584	0.843165	0.873382	0.843822	0.875407	0.871015	0.83992	0.825895	0.879091	0.814066	0.866432	0.822905	0.839689	0.842334	0.869102	0.884398	0.826417	0.845388	0.815197	0.863069	0.880736	0.813708	0.869442	0.815932	0.881997	0.885873	0.81247	0.841161	0.816347	0.876539	0.875106	0.817004	0.843285	0.871962	0.875325	0.811935	0.853967	0.839725	0.843382	0.867093	0.968307	0.884402	0.871866	0.841758	0.867442	0.827079	0.819232	0.885041	0.823069	0.8406	0.897397	0.868428	0.813553	0.872398	0.839846	0.87381	0.877648	0.803241	0.819323	0.81549	0.839419	0.870147	0.869244	0.864208	0.83975	0.969862	0.816854	0.877163	0.886212	0.844386	0.806313	0.80893	0.839986	0.841437	0.827868	0.883516	0.886921	0.824849	0.826874	0.876671	0.841284	0.881211	0.865538	0.839958	0.884072	0.880022	0.868457	0.892973	0.870441	0.87981	0.879506	0.840079	0.804983	0.865707	0.850075	0.879367	0.865623	0.844013	1.0	0.840589	0.83932	0.875074	0.875486	0.990101	0.871916	0.879665	0.84142	0.840124	0.878491	0.870714	0.846985	0.869008	0.873338	0.879167	0.868267	0.883695	0.867484	0.869388	0.825405	0.838907	0.873413	0.813567	0.875566	0.818904	0.83938	0.864779	0.876427	0.807907	0.872877	0.865619	0.883909	0.874116	0.873294	0.875758	0.844743	0.816921	0.874703	0.884339	0.876271	0.868179	0.865772	0.870057	0.839305	0.870102	0.870968	0.842006	0.840757	0.811846	0.877044	0.878602	0.839472	0.864103	0.865438	0.867523	0.989763	0.810464	0.885642	0.879119	0.86503	0.885286	0.884577	0.86861	0.877544	0.838881	0.876527	0.814598	0.827331	0.84067	0.868162	0.897083	0.828796	0.871172
GCA_023100945_1	0.816747	0.826629	0.81587	0.851587	0.834347	0.847779	0.809901	0.816559	0.807235	0.837445	0.821424	0.818131	0.818875	0.844546	0.849674	0.811179	0.828977	0.816799	0.879437	0.832238	0.826731	0.80921	0.810735	0.816575	0.81978	0.828782	0.818134	0.900653	0.840918	0.817427	0.841647	0.838073	0.843357	0.817282	0.819412	0.877428	0.813313	0.85213	0.844112	0.83872	0.853278	0.81755	0.816656	0.818061	0.876532	0.815647	0.809898	0.818833	0.815514	0.820825	0.818637	0.818213	0.813073	0.837908	0.829754	0.868057	0.819632	0.821993	0.81194	0.820373	0.837823	0.810451	0.837349	0.815089	0.839482	0.818257	0.807112	0.825795	0.904023	0.811398	0.838434	0.815846	0.844312	0.813104	0.8211	0.825303	0.818139	0.818178	0.818457	0.804637	0.822636	0.816001	0.817084	0.829755	0.818783	0.820769	0.829066	0.829528	0.844441	0.809425	0.84318	0.837303	0.813198	0.81892	0.844351	0.819453	0.817823	0.837601	0.817806	0.817818	0.810714	0.820742	0.815673	0.816223	0.817684	0.836756	0.816471	0.819716	0.809698	0.812891	0.842244	0.840761	0.820104	0.844855	0.817974	0.811659	0.811182	0.818452	0.83836	0.81922	0.846314	0.839675	0.817769	0.837155	0.821348	0.837041	0.836402	0.828611	0.812514	0.818192	0.876514	0.841707	1.0	0.808333	0.834563	0.839024	0.820764	0.836024	0.845003	0.818996	0.845391	0.845044	0.848222	0.816795	0.878549	0.840792	0.819614	0.842398	0.836832	0.838753	0.840386	0.81289	0.844246	0.834766	0.810981	0.814735	0.827413	0.817879	0.843758	0.810607	0.84127	0.835976	0.816126	0.819994	0.877138	0.818654	0.844363	0.840762	0.820546	0.821378	0.815271	0.817503	0.812143	0.839685	0.873103	0.829612	0.812371	0.83957	0.821932	0.83162	0.817084
GCA_024199845_1	0.875042	0.820083	1.0	0.818186	0.86683	0.867845	0.846305	0.846143	0.845868	0.875797	0.846608	0.875838	0.84761	0.877859	0.874193	0.843266	0.827359	0.879979	0.815343	0.868439	0.824027	0.842855	0.844656	0.873607	0.885901	0.827469	0.849081	0.817151	0.864969	0.882514	0.815449	0.871586	0.815399	0.883463	0.889208	0.812906	0.844705	0.818259	0.880679	0.877108	0.818179	0.846681	0.876402	0.877399	0.81374	0.854475	0.843027	0.847343	0.870298	0.892531	0.886482	0.874378	0.844769	0.868831	0.827724	0.819593	0.889964	0.824275	0.842966	0.911096	0.870835	0.815305	0.873799	0.843524	0.875583	0.878162	0.803714	0.819348	0.816113	0.842738	0.873063	0.870421	0.866712	0.843294	0.893551	0.81716	0.877771	0.888433	0.848736	0.807038	0.809022	0.84467	0.844877	0.828305	0.882227	0.890273	0.82715	0.827671	0.878792	0.845929	0.883983	0.867993	0.843745	0.886529	0.883178	0.86809	0.899097	0.871448	0.880798	0.88139	0.843485	0.805715	0.869309	0.85147	0.880916	0.867625	0.846881	0.893861	0.843958	0.843081	0.875775	0.87744	0.894382	0.874463	0.882048	0.845315	0.844146	0.882526	0.872851	0.850491	0.871414	0.874295	0.88102	0.870917	0.888836	0.869028	0.871225	0.825626	0.842158	0.875502	0.813763	0.877226	0.817475	0.842936	0.866145	0.87805	0.808024	0.875082	0.867685	0.885796	0.876433	0.87543	0.87857	0.851463	0.817848	0.876374	0.889876	0.877526	0.871609	0.868106	0.872721	0.843269	0.872656	0.872375	0.845159	0.845558	0.812968	0.878198	0.882071	0.842705	0.865953	0.86756	0.869216	0.894558	0.812393	0.88652	0.881046	0.867571	0.889039	0.888436	0.871819	0.878577	0.842377	0.878417	0.815596	0.827558	0.844213	0.870181	0.911108	0.829617	0.876663
GCA_024199945_1	0.90716	0.820384	0.875488	0.820772	0.889251	0.887856	0.870846	0.864416	0.870272	0.892175	0.865623	0.88533	0.864804	0.893954	0.889165	0.867293	0.828849	0.875889	0.81656	0.886618	0.824835	0.868977	0.868573	0.897228	0.88471	0.828834	0.865142	0.818963	0.889227	0.877423	0.8169	0.89163	0.815738	0.870938	0.883719	0.813149	0.864346	0.8207	0.895889	0.897555	0.820736	0.863841	0.973298	0.887329	0.812768	0.86169	0.866669	0.863706	0.89171	0.870611	0.884693	0.918457	0.865377	0.89202	0.829941	0.819554	0.885619	0.823084	0.864977	0.877034	0.890795	0.814509	0.894328	0.865652	0.896871	0.873709	0.804535	0.819679	0.81581	0.869012	0.893326	0.889836	0.888603	0.865321	0.869562	0.818356	0.873702	0.872914	0.863724	0.808906	0.810591	0.866399	0.865189	0.830737	0.871713	0.882514	0.828986	0.82837	0.896755	0.864957	0.898092	0.890125	0.863374	0.884666	0.900017	0.86526	0.871095	0.892455	0.87551	0.877248	0.864765	0.807345	0.891299	0.848965	0.875203	0.888752	0.865926	0.869701	0.868022	0.861315	0.89412	0.894202	0.869897	0.89273	0.877755	0.86668	0.867427	0.88418	0.891479	0.867254	0.889993	0.897412	0.875466	0.892082	0.884483	0.890495	0.890183	0.828759	0.865517	0.88473	0.814593	0.895636	0.816771	0.868948	0.889484	0.900519	0.808947	0.898334	0.889006	0.884071	0.891152	0.890305	0.892748	0.867407	0.818435	0.893499	0.884797	0.8957	0.890942	0.888379	0.891221	0.866006	0.890823	0.89337	0.866674	0.860436	0.81333	0.873751	0.896916	0.866561	0.88849	0.890363	0.885667	0.86936	0.812063	0.871556	0.896195	0.889551	0.885644	0.885267	0.88992	0.87344	0.8683	0.897129	0.81551	0.829881	0.868184	0.892132	0.876865	0.829347	1.0
GCA_027594865_1	0.886016	0.823591	0.888738	0.823628	0.876073	0.878075	0.856397	0.856816	0.857839	0.884196	0.858002	0.882392	0.858513	0.888763	0.88407	0.852971	0.829005	0.888437	0.817545	0.877877	0.825927	0.853739	0.85649	0.880542	0.893623	0.831668	0.860271	0.820741	0.875752	0.890993	0.818919	0.881236	0.819606	0.884292	1.0	0.816176	0.855525	0.822645	0.888887	0.887157	0.822583	0.858608	0.884564	0.88366	0.817053	0.857177	0.854471	0.858028	0.877513	0.884391	0.89404	0.882607	0.856062	0.879314	0.830462	0.822815	0.901481	0.826059	0.854246	0.88992	0.880936	0.816263	0.884553	0.854298	0.885604	0.887406	0.805106	0.824412	0.819679	0.853176	0.881622	0.878199	0.87607	0.853402	0.88408	0.820544	0.887906	0.888249	0.860928	0.810548	0.811097	0.855247	0.855791	0.830949	0.883659	0.899856	0.830351	0.830206	0.889286	0.855703	0.895365	0.877575	0.853134	0.894271	0.893737	0.871173	0.885018	0.881286	0.889736	0.887755	0.853695	0.810103	0.877399	0.85395	0.889722	0.877674	0.858803	0.884736	0.855172	0.852786	0.887221	0.887234	0.885264	0.884609	0.891747	0.855876	0.854799	0.89584	0.882785	0.862882	0.881243	0.884586	0.889879	0.880371	0.901871	0.879789	0.881054	0.829471	0.853518	0.883135	0.816731	0.886958	0.819504	0.854219	0.87656	0.888591	0.809827	0.885691	0.877106	0.893645	0.887361	0.886335	0.889009	0.85873	0.821885	0.886368	0.901621	0.88921	0.880554	0.877398	0.881789	0.852793	0.882818	0.882841	0.855554	0.855187	0.817682	0.887441	0.892223	0.853467	0.876093	0.877039	0.876439	0.884907	0.815948	0.887697	0.892291	0.877051	0.90182	0.902476	0.882604	0.887062	0.853165	0.887866	0.818356	0.830443	0.854272	0.87929	0.88988	0.833021	0.88417
GCA_029714305_1	0.818361	0.827272	0.819906	0.843081	0.835936	0.844006	0.811151	0.815792	0.809014	0.840198	0.817385	0.819178	0.816624	0.845063	0.8476	0.811207	0.831526	0.81945	0.865392	0.833345	0.828993	0.80955	0.810365	0.820518	0.823431	0.83168	0.816065	0.869405	0.840627	0.819992	0.834029	0.840533	0.834995	0.821038	0.823223	0.862878	0.812976	0.843974	0.846119	0.841432	0.843599	0.815166	0.819823	0.820811	0.862682	0.819537	0.810214	0.816632	0.817832	0.819859	0.823199	0.819021	0.812259	0.838911	0.83209	1.0	0.822883	0.822822	0.810766	0.822221	0.839695	0.811619	0.840168	0.81259	0.842579	0.818687	0.807321	0.826183	0.866315	0.810274	0.841542	0.819422	0.842954	0.812935	0.819685	0.823947	0.818429	0.820756	0.8163	0.805514	0.819897	0.813807	0.815217	0.832353	0.822309	0.824133	0.832175	0.832492	0.844564	0.812247	0.84481	0.839437	0.812232	0.823643	0.845721	0.822014	0.821386	0.840611	0.820145	0.819173	0.811821	0.816281	0.817077	0.818772	0.820527	0.838405	0.815141	0.819795	0.810662	0.812264	0.843464	0.842896	0.821011	0.844372	0.821462	0.812777	0.811383	0.819058	0.840233	0.818736	0.846174	0.840767	0.820838	0.83903	0.821908	0.839741	0.838501	0.831599	0.81182	0.819686	0.863739	0.844387	0.86846	0.808898	0.836959	0.840871	0.817663	0.839293	0.844573	0.822895	0.84562	0.845178	0.848411	0.814942	0.871977	0.841558	0.821252	0.844125	0.838796	0.840279	0.844284	0.812901	0.843439	0.836636	0.810592	0.814605	0.823122	0.819462	0.845573	0.809121	0.84104	0.838174	0.819996	0.821058	0.863737	0.819426	0.844661	0.840712	0.822973	0.822626	0.81672	0.819455	0.811099	0.842166	0.871623	0.832412	0.811183	0.84133	0.822909	0.833712	0.819075
GCA_029714405_1	0.85151	0.821039	0.85116	0.816654	0.854017	0.850313	0.827834	0.83016	0.828106	0.858177	0.830257	0.853474	0.829175	0.862278	0.858558	0.827837	0.824944	0.850141	0.814489	0.856994	0.822739	0.825932	0.826633	0.850101	0.856358	0.825544	0.830413	0.815668	0.850547	0.851703	0.815621	0.855502	0.814807	0.851049	0.85457	0.812026	0.829412	0.816623	0.859792	0.862444	0.816255	0.829881	0.850828	0.853952	0.813852	0.89779	0.826307	0.831667	0.848579	0.849301	0.855363	0.848036	0.830161	0.853288	0.826623	0.818349	0.8554	0.822721	0.827608	0.853489	0.855238	0.815128	0.856328	0.830018	0.862784	0.848303	0.80417	0.818723	0.81637	0.826171	0.857037	0.851809	0.851551	0.830636	0.850138	0.817462	0.847196	0.851468	0.830406	0.80958	0.809546	0.827614	0.831265	0.827259	0.852902	0.860037	0.827224	0.826528	0.863611	0.827823	0.863397	0.853027	0.83025	0.855956	0.862518	0.859996	0.85099	0.857336	0.850673	0.85295	0.829672	0.80629	0.847716	1.0	0.851508	0.852883	0.831836	0.849838	0.826127	0.829111	0.862554	0.861928	0.850624	0.858112	0.852083	0.827505	0.826978	0.851907	0.857407	0.829465	0.854958	0.859112	0.851138	0.855033	0.854702	0.855447	0.855921	0.826381	0.830168	0.853934	0.813876	0.864257	0.815599	0.82656	0.852461	0.860796	0.806925	0.857838	0.85253	0.85556	0.860783	0.859186	0.858612	0.82883	0.816642	0.861136	0.854363	0.861145	0.855273	0.856697	0.858663	0.82693	0.860289	0.854182	0.828174	0.828981	0.813734	0.849201	0.861511	0.827178	0.851488	0.852101	0.857913	0.850654	0.81143	0.850862	0.861923	0.853572	0.856726	0.85507	0.849225	0.849017	0.824997	0.864517	0.815326	0.825846	0.828954	0.855237	0.852523	0.824431	0.850532
GCA_029714945_1	0.908842	0.821915	0.87574	0.820887	0.890237	0.888915	0.871905	0.865393	0.870844	0.893148	0.867268	0.884407	0.866093	0.895205	0.890887	0.868363	0.829129	0.875499	0.815984	0.887075	0.825474	0.87002	0.869785	0.896417	0.883231	0.828051	0.8665	0.818675	0.890456	0.876957	0.816647	0.892764	0.817081	0.870903	0.883857	0.815151	0.865704	0.820494	0.897551	0.898083	0.820953	0.864693	1.0	0.886915	0.812687	0.854298	0.868641	0.865648	0.892645	0.870987	0.883154	0.916925	0.865486	0.892956	0.829734	0.818804	0.885814	0.823416	0.866451	0.876693	0.892011	0.815251	0.895599	0.866058	0.898208	0.87232	0.803924	0.819776	0.816674	0.870566	0.893885	0.890194	0.88943	0.865539	0.871017	0.819721	0.873246	0.872961	0.864763	0.807619	0.809888	0.867345	0.866239	0.829823	0.871969	0.883236	0.829224	0.828885	0.898228	0.866226	0.899803	0.891107	0.864563	0.883106	0.901973	0.865313	0.878796	0.894135	0.874643	0.877199	0.865824	0.808221	0.891118	0.85076	0.875115	0.890349	0.867593	0.869968	0.869495	0.862207	0.894969	0.895714	0.869918	0.894235	0.878235	0.867648	0.8689	0.883786	0.892393	0.868172	0.890585	0.898507	0.874084	0.893263	0.884747	0.891959	0.891008	0.828708	0.866924	0.884056	0.813639	0.897063	0.816636	0.870365	0.890111	0.902023	0.808814	0.899016	0.890785	0.883265	0.892292	0.892145	0.89323	0.869223	0.819945	0.893953	0.884722	0.897028	0.892025	0.888829	0.892108	0.866497	0.891797	0.89469	0.867994	0.861397	0.813871	0.872796	0.89762	0.867885	0.889396	0.891376	0.88614	0.870091	0.813331	0.871465	0.897363	0.889809	0.885355	0.884907	0.891171	0.872636	0.869141	0.897189	0.81515	0.829759	0.86977	0.893506	0.876546	0.829641	0.973969
GCA_029761915_1	0.866352	0.823897	0.867614	0.819652	0.862527	0.862548	0.839792	0.840381	0.840181	0.869922	0.84144	0.870593	0.840479	0.873085	0.868748	0.838675	0.82644	0.865959	0.817042	0.865264	0.826423	0.836377	0.838537	0.865291	0.873566	0.829296	0.84291	0.818748	0.862086	0.867932	0.816926	0.867349	0.816365	0.865224	0.870956	0.814461	0.840398	0.819804	0.871978	0.873716	0.819845	0.841099	0.865497	0.871289	0.816037	0.860656	0.838584	0.84137	0.861134	0.867916	0.873606	0.864309	0.840234	0.864731	0.829126	0.822512	0.872293	0.826013	0.839835	0.870044	0.867243	0.815967	0.868564	0.839736	0.871833	0.866499	0.804757	0.822881	0.817583	0.837743	0.869238	0.862145	0.862447	0.838886	0.868265	0.82144	0.864746	0.86633	0.842349	0.811908	0.810182	0.839702	0.840571	0.830088	0.875541	0.873369	0.828673	0.828651	0.875446	0.839325	0.877313	0.86361	0.841724	0.873494	0.876017	1.0	0.866923	0.867411	0.867427	0.872457	0.839171	0.808479	0.86123	0.860347	0.868511	0.863432	0.841796	0.867923	0.838313	0.839414	0.87275	0.875018	0.867373	0.869491	0.868506	0.840729	0.838197	0.867473	0.869106	0.84179	0.866736	0.871039	0.867891	0.866635	0.871244	0.866192	0.867032	0.827091	0.83858	0.870619	0.815415	0.872822	0.81942	0.837963	0.862868	0.873246	0.809654	0.869029	0.863438	0.873226	0.871578	0.871186	0.871022	0.840458	0.820295	0.871635	0.872772	0.872623	0.867023	0.865776	0.868652	0.838155	0.868914	0.867579	0.840129	0.839151	0.815087	0.86577	0.875354	0.837638	0.862371	0.864154	0.85994	0.866827	0.814867	0.867031	0.874952	0.864089	0.874436	0.872761	0.864497	0.866588	0.837275	0.875942	0.817103	0.828864	0.838988	0.865477	0.870036	0.829847	0.867273
GCA_030378205_1	0.822664	0.825333	0.82312	0.824962	0.843592	0.839492	0.815294	0.814908	0.812649	0.846216	0.81477	0.822637	0.815475	0.843907	0.844314	0.816504	0.829437	0.822122	0.820911	0.841804	0.826175	0.813342	0.813483	0.823625	0.826199	0.830464	0.814086	0.82315	0.846266	0.822862	0.825134	0.848033	0.824063	0.823259	0.825774	0.818111	0.815024	0.824567	0.845881	0.847565	0.824803	0.8135	0.823849	0.825084	0.818779	0.823984	0.814165	0.814543	0.820131	0.823384	0.826703	0.822967	0.814002	0.844771	0.8291	0.821215	0.82471	1.0	0.813548	0.824881	0.847373	0.821933	0.844656	0.814071	0.847543	0.821637	0.809064	0.826157	0.820811	0.814301	0.847822	0.823232	0.842582	0.814413	0.822661	0.823743	0.821284	0.823119	0.815359	0.815302	0.819364	0.813364	0.816497	0.829275	0.827467	0.827698	0.831292	0.830129	0.845061	0.814021	0.844317	0.845984	0.815821	0.825315	0.845712	0.825693	0.823902	0.847236	0.823266	0.825001	0.81651	0.816769	0.820361	0.823046	0.822432	0.841956	0.814154	0.822875	0.814683	0.815776	0.844611	0.847872	0.82197	0.845139	0.82546	0.81391	0.814714	0.821851	0.846541	0.814698	0.843749	0.846548	0.822579	0.847253	0.824688	0.84668	0.843775	0.828329	0.815562	0.823921	0.818155	0.846915	0.822215	0.814626	0.844446	0.846416	0.814892	0.845666	0.842518	0.825349	0.843546	0.842846	0.843671	0.816431	0.821275	0.844485	0.823936	0.843465	0.846523	0.847843	0.850581	0.817637	0.845922	0.842736	0.814287	0.815242	0.823614	0.821821	0.846819	0.814906	0.846175	0.846169	0.824001	0.822477	0.818749	0.823981	0.844035	0.845373	0.823852	0.824708	0.821536	0.822097	0.815267	0.849295	0.819622	0.828707	0.81479	0.846815	0.824505	0.832235	0.823961
