"","Prefix","sampleID","am_environment","ammonium_nitrogen_wt","ammonium_nitrogen_wt_meth","biotic_relationship","boron_hot_cacl2","boron_hot_cacl2_meth","clay","clay_meth","coarse_sand","coarse_sand_meth","collection_date","collection_permit","color","color_meth","conductivity","conductivity_meth","crop_rotation_1yr_since_present","crop_rotation_2yrs_since_present","crop_rotation_3yrs_since_present","crop_rotation_4yrs_since_present","crop_rotation_5yrs_since_present","database_schema_definitions_url","density","density_meth","depth","depth_lower","depth_upper","dtpa_copper","dtpa_copper_meth","dtpa_iron","dtpa_iron_meth","dtpa_manganese","dtpa_manganese_meth","dtpa_zinc","dtpa_zinc_meth","elev","env_broad_scale","env_local_scale","env_medium","exc_aluminium","exc_aluminium_meth","exc_calcium","exc_calcium_meth","exc_magnesium","exc_magnesium_meth","exc_potassium","exc_potassium_meth","exc_sodium","exc_sodium_meth","fine_sand","fine_sand_meth","fire","funding_agency","general_env_feature","geo_loc_name","gravel","gravel_meth","hyperspectral_analysis","hyperspectral_analysis_meth","lat_lon","latitude","local_class","local_class_meth","longitude","microbial_biomass","microbial_biomass_meth","nitrate_nitrogen","nitrate_nitrogen_meth","notes","nucl_acid_ext","organic_carbon","organic_carbon_meth","ph","ph_meth","ph_solid_h2o","ph_solid_h2o_meth","phosphorus_colwell","phosphorus_colwell_meth","potassium_colwell","potassium_colwell_meth","profile_position","samp_collect_device","samp_mat_process","sample_attribution","sample_database_file","sample_metadata_ingest_date","sample_metadata_ingest_file","sample_metadata_update_history","sample_site_location_description","sample_submitter","sample_type","sand","sand_meth","silt","silt_meth","slope_aspect","slope_gradient","source_mat_id","store_cond","sulphur","sulphur_meth","synonyms","texture","texture_meth","total_nitrogen","total_nitrogen_meth","url","utc_date_sampled","utc_time_sampled","vegetation_dom_grasses","vegetation_dom_grasses_meth","vegetation_dom_shrubs","vegetation_dom_shrubs_meth","vegetation_dom_trees","vegetation_dom_trees_meth","vegetation_total_cover","vegetation_type","water_content","water_content_soil_meth","bio12","bio1","et0_v3_yr","ai_v3_yr","AI","percent_duplicates","percent_gc","avg_sequence_length","percent_fails","total_sequences"
"286","102.100.100","8529","Soil",7,"meth_2.1","Free-living",0.53,"meth_2.1",19.77,"meth_2.1",54.45,"meth_2.1","2013-04-24T00:00:00","","DKBR","",0.037,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.74,"meth_2.1",53.3,"meth_2.1",13.87,"meth_2.1",2.54,"meth_2.1",26,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.074,"meth_2.1",10.9,"meth_2.1",2.49,"meth_2.1",0.4,"meth_2.1",0.02,"meth_2.1",19.82,"meth_2.1","","","Tropical (wet)","Australia:Northern Territory [GAZ_00002787]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-12.67332 132.48192",-12.67332,"Tenosols","meth_2.27",132.48192,NA,"",5,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",2.58,"meth_2.1",5.9,"meth_2.1",6.8,"meth_2.1",12,"meth_2.1",190,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Kakadu NP","","Soil",74.27,"meth_2.1",5.96,"meth_2.1","",1,"102.100.100/8529","frozen",2.9,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8529","4/24/13","","","","","","","",NA,"Woodland",7.871608712,"meth_2.1",1546,27.4915,2240,6927,0.6927,0.565006281217933,63,150.74652740954,0,16737001
"287","102.100.100","8531","Soil",4,"meth_2.1","Free-living",0.27,"meth_2.1",8.21,"meth_2.1",61.59,"meth_2.1","2013-04-24T00:00:00","","BR","",0.022,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.37,"meth_2.1",18.14,"meth_2.1",3.62,"meth_2.1",0.38,"meth_2.1",19,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.108,"meth_2.1",5.96,"meth_2.1",1.16,"meth_2.1",0.1,"meth_2.1",0.02,"meth_2.1",26.04,"meth_2.1","","","Tropical (wet)","Australia:Northern Territory [GAZ_00002787]","5","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-12.678589 132.479208",-12.678589,"Tenosols","meth_2.27",132.479208,NA,"",1,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",1.73,"meth_2.1",5.5,"meth_2.1",6.5,"meth_2.1",5,"meth_2.1",42,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Kakadu NP","","Soil",87.63,"meth_2.1",4.16,"meth_2.1","",3,"102.100.100/8531","frozen",2.5,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/8531","4/24/13","","","","","","","",NA,"Woodland",4.902723735,"meth_2.1",1546,27.4915,2242,6889,0.6889,0.695722901659309,64,150.733439499834,9.09090909090909,17469415
"288","102.100.100","9430","Soil",6,"meth_2.1","Free-living",0.27,"meth_2.1",9.14,"meth_2.1",56.18,"meth_2.1","2013-05-09T00:00:00","","GR","",0.063,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.73,"meth_2.1",64.4,"meth_2.1",27.37,"meth_2.1",1.63,"meth_2.1",1350,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.02,"meth_2.1",9.65,"meth_2.1",0.83,"meth_2.1",0.47,"meth_2.1",0.02,"meth_2.1",15.29,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","15","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.601567 148.950867",-35.601567,"Kurosol","meth_2.27",148.950867,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",3.17,"meth_2.1",5.9,"meth_2.1",6.8,"meth_2.1",12,"meth_2.1",228,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",71.46,"meth_2.1",19.4,"meth_2.1","",5,"102.100.100/9430","frozen",2.9,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9430","5/9/13","","","","","","","",NA,"Woodland",5.418434246,"meth_2.1",851,9.8855,1257,6821,0.6821,1.26999444104636,62,149.633792635026,0,15148431
"289","102.100.100","9434","Soil",6,"meth_2.1","Free-living",0.28,"meth_2.1",15.08,"meth_2.1",49.94,"meth_2.1","2013-05-16T00:00:00","","LTGR","",0.036,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,1.1,"meth_2.1",132.39,"meth_2.1",76.61,"meth_2.1",6.49,"meth_2.1",940,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.203,"meth_2.1",3.87,"meth_2.1",0.78,"meth_2.1",0.45,"meth_2.1",1e-10,"meth_2.1",17.83,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","0","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.6055 148.932083",-35.6055,"Kurosol","meth_2.27",148.932083,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",2.19,"meth_2.1",4.8,"meth_2.1",5.6,"meth_2.1",13,"meth_2.1",214,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",67.77,"meth_2.1",17.15,"meth_2.1","",2,"102.100.100/9434","frozen",4,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9434","5/16/13","","","","","","","",NA,"Grassland",16.68786568,"meth_2.1",851,9.8855,1313,6501,0.6501,0.72760301538996,62,149.517314234808,0,16838717
"290","102.100.100","9436","Soil",6,"meth_2.1","Free-living",0.32,"meth_2.1",12.29,"meth_2.1",58.06,"meth_2.1","2013-05-16T00:00:00","","GR","",0.046,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.72,"meth_2.1",67.26,"meth_2.1",51.47,"meth_2.1",3.53,"meth_2.1",971,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.12,"meth_2.1",8.63,"meth_2.1",1.48,"meth_2.1",0.64,"meth_2.1",0.02,"meth_2.1",11.05,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","15","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.607278 148.929694",-35.607278,"Kurosol","meth_2.27",148.929694,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",2.75,"meth_2.1",5.1,"meth_2.1",6.1,"meth_2.1",42,"meth_2.1",236,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",69.11,"meth_2.1",18.6,"meth_2.1","",30,"102.100.100/9436","frozen",3.2,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9436","5/16/13","","","","","","","",NA,"Woodland",14.78843737,"meth_2.1",851,9.8855,1313,6501,0.6501,0.595597987357948,62,149.602519313824,0,16238628
"291","102.100.100","9438","Soil",10,"meth_2.1","Free-living",0.43,"meth_2.1",20.94,"meth_2.1",46.4,"meth_2.1","2013-05-23T00:00:00","","GRBR","",0.066,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.66,"meth_2.1",109.25,"meth_2.1",71.6,"meth_2.1",4.55,"meth_2.1",1208,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.725,"meth_2.1",6.45,"meth_2.1",1.19,"meth_2.1",0.63,"meth_2.1",0.02,"meth_2.1",20.04,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","5","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.44535 148.785083",-35.44535,"Tenosols","meth_2.27",148.785083,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",3.72,"meth_2.1",4.9,"meth_2.1",5.6,"meth_2.1",46,"meth_2.1",290,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",66.44,"meth_2.1",12.62,"meth_2.1","",16,"102.100.100/9438","frozen",3.7,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9438","5/23/13","","","","","","","",NA,"Forest",25.27413747,"meth_2.1",1023,9.494,1240,8154,0.8154,0.599236942483017,61,150.727183702818,0,17968505
"292","102.100.100","9440","Soil",15,"meth_2.1","Free-living",0.5,"meth_2.1",20.44,"meth_2.1",33.8,"meth_2.1","2013-05-23T00:00:00","","GRBR","",0.058,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,1.16,"meth_2.1",133.8,"meth_2.1",57.47,"meth_2.1",3.49,"meth_2.1",1204,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",1.249,"meth_2.1",10.14,"meth_2.1",2.38,"meth_2.1",0.82,"meth_2.1",0.03,"meth_2.1",23.16,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","15","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.4502 148.7826",-35.4502,"Tenosols","meth_2.27",148.7826,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",4.9,"meth_2.1",4.6,"meth_2.1",5.5,"meth_2.1",46,"meth_2.1",318,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",56.96,"meth_2.1",22.6,"meth_2.1","",50,"102.100.100/9440","frozen",4,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9440","5/23/13","","","","","","","",NA,"Forest",23.67009388,"meth_2.1",1023,9.494,1214,8272,0.8272,0.392659933553489,60,149.438248623716,0,12490337
"293","102.100.100","9442","Soil",20,"meth_2.1","Free-living",0.57,"meth_2.1",11.59,"meth_2.1",38.66,"meth_2.1","2013-05-23T00:00:00","","BRGR","",0.065,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,1.37,"meth_2.1",103.34,"meth_2.1",114.85,"meth_2.1",3.59,"meth_2.1",1204,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.445,"meth_2.1",12.52,"meth_2.1",2.64,"meth_2.1",0.88,"meth_2.1",0.03,"meth_2.1",26.39,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","10","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.4463 148.78455",-35.4463,"Tenosols","meth_2.27",148.78455,NA,"",1,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",5.02,"meth_2.1",4.9,"meth_2.1",5.7,"meth_2.1",71,"meth_2.1",344,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",65.04,"meth_2.1",23.37,"meth_2.1","",16,"102.100.100/9442","frozen",4.5,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9442","5/23/13","","","","","","","",NA,"Forest",27.40778689,"meth_2.1",1023,9.494,1240,8154,0.8154,0.538019740015088,61,150.734505713391,0,17916943
"294","102.100.100","9444","Soil",5,"meth_2.1","Free-living",0.21,"meth_2.1",23.62,"meth_2.1",14.99,"meth_2.1","2013-05-28T00:00:00","","GRYW","",0.027,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.93,"meth_2.1",151.88,"meth_2.1",20.39,"meth_2.1",3.58,"meth_2.1",1005,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",3.462,"meth_2.1",0.31,"meth_2.1",0.33,"meth_2.1",0.38,"meth_2.1",0.08,"meth_2.1",28.03,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","25","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.3365 148.8305",-35.3365,"Kandosol","meth_2.27",148.8305,NA,"",8,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",3.09,"meth_2.1",4.1,"meth_2.1",5,"meth_2.1",7,"meth_2.1",149,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",43.02,"meth_2.1",33.36,"meth_2.1","",2,"102.100.100/9444","frozen",3,"meth_2.1","","2.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9444","5/28/13","","","","","","","",NA,"Forest",12.47,"meth_2.1",1031,10.04867,1302,7929,0.7929,0.497953034465823,60,150.674765779551,0,12755718
"295","102.100.100","9446","Soil",14,"meth_2.1","Free-living",0.64,"meth_2.1",25.63,"meth_2.1",23.32,"meth_2.1","2013-05-28T00:00:00","","GRBR","",0.052,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,1.4,"meth_2.1",135.07,"meth_2.1",85.46,"meth_2.1",7.27,"meth_2.1",1266,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.263,"meth_2.1",16.33,"meth_2.1",2.75,"meth_2.1",0.85,"meth_2.1",0.04,"meth_2.1",23.16,"meth_2.1","","","Temperate","Australia:New South Wales [GAZ_00002793]","35","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.3556 148.80014",-35.3556,"Tenosols","meth_2.27",148.80014,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",4.79,"meth_2.1",4.9,"meth_2.1",5.7,"meth_2.1",23,"meth_2.1",330,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",46.49,"meth_2.1",27.88,"meth_2.1","",8,"102.100.100/9446","frozen",5.3,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9446","5/28/13","","","","","","","",NA,"Woodland",20.28,"meth_2.1",1031,10.04867,1283,8034,0.8034,0.64375379033811,61,150.723492969405,0,17009940
"296","102.100.100","9448","Soil",15,"meth_2.1","Free-living",0.54,"meth_2.1",30.78,"meth_2.1",28.74,"meth_2.1","2013-05-31T00:00:00","","GRBR","",0.046,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.92,"meth_2.1",185.9,"meth_2.1",15.98,"meth_2.1",4.71,"meth_2.1",1129,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",4.741,"meth_2.1",3.46,"meth_2.1",1.53,"meth_2.1",0.63,"meth_2.1",0.04,"meth_2.1",25.04,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","15","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.3952 148.8234",-35.3952,"Kandosol","meth_2.27",148.8234,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",5.11,"meth_2.1",4.1,"meth_2.1",5,"meth_2.1",47,"meth_2.1",246,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",53.78,"meth_2.1",15.44,"meth_2.1","",48,"102.100.100/9448","frozen",4.4,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9448","5/31/13","","","","","","","",NA,"Forest",22.32,"meth_2.1",1018,9.81967,1261,7965,0.7965,0.618149699008015,60,150.72251173997,0,16067332
"297","102.100.100","9450","Soil",9,"meth_2.1","Free-living",0.46,"meth_2.1",21.48,"meth_2.1",29.4,"meth_2.1","2013-05-31T00:00:00","","GRBK","",0.044,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,1,"meth_2.1",192.65,"meth_2.1",80.93,"meth_2.1",4.9,"meth_2.1",1115,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",4.051,"meth_2.1",1.56,"meth_2.1",0.56,"meth_2.1",0.54,"meth_2.1",0.04,"meth_2.1",21.43,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","35","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.3941 148.8271",-35.3941,"Kandosol","meth_2.27",148.8271,NA,"",10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",4.53,"meth_2.1",4.1,"meth_2.1",4.8,"meth_2.1",16,"meth_2.1",210,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",50.83,"meth_2.1",27.69,"meth_2.1","",2013,"102.100.100/9450","frozen",4.5,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9450","5/31/13","","","","","","","",NA,"Forest",19,"meth_2.1",1018,9.81967,1272,7916,0.7916,0.709186287378998,60,150.736774675354,0,13213721
"298","102.100.100","9452","Soil",8,"meth_2.1","Free-living",0.36,"meth_2.1",21.31,"meth_2.1",60.92,"meth_2.1","2013-05-31T00:00:00","","GR","",0.044,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.41,"meth_2.1",217.49,"meth_2.1",5.62,"meth_2.1",4.85,"meth_2.1",1246,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",7.281,"meth_2.1",0.57,"meth_2.1",0.41,"meth_2.1",0.44,"meth_2.1",0.06,"meth_2.1",11.35,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","40","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.3929 148.81485",-35.3929,"Kandosol","meth_2.27",148.81485,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",4.16,"meth_2.1",3.8,"meth_2.1",4.5,"meth_2.1",12,"meth_2.1",173,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Namadgi NP","","Soil",72.27,"meth_2.1",6.42,"meth_2.1","",28,"102.100.100/9452","frozen",3.9,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/9452","5/31/13","","","","","","","",NA,"Forest",23.09,"meth_2.1",1018,9.81967,1266,7960,0.796,0.448484756344698,59,150.676925900927,0,12213972
