#taxpath	12446_H3NJ2BCXX-2.bins	12447_H3WL3BCXX-1.bins	12816_combined.bins	12818_combined.bins	12819_combined.bins	12824_combined.bins	12828_combined.bins	12830_combined.bins	12838_combined.bins	12884_combined.bins	12903_HCN77BCXX-1.bins	138513_HG7NLDSX2-4.bins	138530_HG7NLDSX2-4.bins	138538_HG7NLDSX2-4.bins	138607_HJWT7DSX3-1.bins	14185_HCN77BCXX-2.bins	14187_HCN77BCXX-2.bins	401548_HL7J5DSX3-1.bins	401550_HL7J5DSX3-1.bins	401552_HL7J5DSX3-1.bins	401553_HL7J5DSX3-1.bins	401554_HL7J5DSX3-1.bins	401556_HL7J5DSX3-1.bins	401557_HL7J5DSX3-1.bins	401558_HL7J5DSX3-1.bins	401560_HL7J5DSX3-1.bins	401561_HL7J5DSX3-1.bins	401563_HL7J5DSX3-1.bins	401564_HL7J5DSX3-1.bins	401566_HL7J5DSX3-1.bins	401567_HL7J5DSX3-1.bins	401568_HL7J5DSX3-1.bins	401569_HL7J5DSX3-1.bins	401570_HL7J5DSX3-1.bins	401571_HL7J5DSX3-1.bins	401573_HL7J5DSX3-1.bins	401574_HL7J5DSX3-1.bins	401576_HL7J5DSX3-1.bins	401577_HL7J5DSX3-1.bins	401578_HL7J5DSX3-1.bins	401579_HL7J5DSX3-1.bins	401580_HL7J5DSX3-1.bins	401581_HL7J5DSX3-1.bins	401582_HL7J5DSX3-1.bins	401583_HL7J5DSX3-1.bins	401586_HL7J5DSX3-1.bins	401588_HL7J5DSX3-1.bins	401589_HL7J5DSX3-1.bins	401590_HL7J5DSX3-1.bins	401591_HL7J5DSX3-1.bins	401592_HL7J5DSX3-1.bins	401593_HL7J5DSX3-1.bins	401594_HL7J5DSX3-1.bins	401595_HL7J5DSX3-1.bins	401600_HL7J5DSX3-1.bins	401602_HL7J5DSX3-1.bins	401604_HL7J5DSX3-1.bins	401606_HL7J5DSX3-1.bins	401608_HL7J5DSX3-1.bins	401610_HL7J5DSX3-1.bins	401614_HL7J5DSX3-1.bins	401616_HL7J5DSX3-1.bins	401618_HL7J5DSX3-1.bins	401624_HL7J5DSX3-1.bins	401626_HL7J5DSX3-1.bins	401632_HL7J5DSX3-1.bins	401636_HL7J5DSX3-1.bins	401638_HL7J5DSX3-1.bins	401640_HL7J5DSX3-1.bins	401642_HL7J5DSX3-1.bins	401644_HL7J5DSX3-1.bins	401646_HL7J5DSX3-1.bins	401648_HL7J5DSX3-1.bins	401650_HL7J5DSX3-1.bins	401652_HL7J5DSX3-1.bins	401654_HL7J5DSX3-1.bins	401656_HL7J5DSX3-1.bins	401658_HL7J5DSX3-1.bins	401660_HL7J5DSX3-1.bins	401662_HL7J5DSX3-1.bins	401668_HL7J5DSX3-1.bins	401669_HL7J5DSX3-1.bins	401670_HL7J5DSX3-1.bins	401672_HL7J5DSX3-1.bins	401673_HL7J5DSX3-1.bins	401677_HL7J5DSX3-1.bins	401679_HL7J5DSX3-1.bins	7035_combined.bins	7069_combined.bins	7075_combined.bins	7077_combined.bins	7081_combined.bins	7083_combined.bins	7085_combined.bins	7091_combined.bins	7093_combined.bins	8164_combined.bins	8459_HCWFYBCXX-1.bins	9456_H3WL3BCXX-1.bins	9567_combined.bins	9571_combined.bins	9576_combined.bins	9586_H3WL3BCXX-1.bins	9588_combined.bins
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Methylacidiphilales;family__Methylacidiphilaceae	0	11	0	2	38	0	2	1	38	3	12	1	0	4	0	21	39	1	0	0	0	0	0	0	0	0	1	3	9	8	2	9	3	1	4	0	0	4	0	1	5	0	1	1	0	0	0	0	0	1	1	0	0	0	18	1	3	5	4	25	1	0	0	10	13	0	1	16	4	2	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	27	0	0	1	0	0	3	4	3	14	18
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Chthoniobacterales;family__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Chthoniobacterales;family__Xiphinematobacteraceae	0	20	183	68	229	11	200	195	393	38	50	8	14	5	25	1	130	11	6	146	0	32	76	40	73	85	32	279	330	182	93	293	21	151	28	108	29	274	70	50	140	31	3	8	19	20	21	72	50	64	103	70	146	81	65	309	225	234	324	206	13	10	13	346	222	66	34	22	196	178	186	166	28	25	11	42	6	9	22	6	5	6	0	2	0	0	0	0	6	0	16	1	4	27	0	7	0	55	38	157	24	77	60	28
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Chthoniobacterales;family__Terrimicrobiaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	1	1	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Chthoniobacterales;family__Chthoniobacteraceae	30	78	394	632	673	494	371	474	559	634	25	140	472	177	55	35	322	345	220	227	140	78	489	626	538	581	269	49	86	92	469	84	120	485	78	328	236	72	256	125	147	126	160	112	125	406	447	291	629	234	405	325	326	194	45	345	104	44	53	47	169	123	158	87	62	132	88	14	168	69	58	32	175	229	194	8	140	252	282	169	165	130	74	81	108	21	27	102	144	146	71	94	173	157	128	123	24	97	210	26	11	155	30	38
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Verrucomicrobiae;order__Chthoniobacterales;family__01D2Z36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Omnitrophia;order__Omnitrophales;family__unknown	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Omnitrophia;order__Omnitrophales;family__Omnitrophaceae	0	3	1	0	5	1	1	2	5	0	1	1	2	2	3	39	7	0	0	0	0	0	0	1	0	0	0	1	1	2	0	1	4	0	3	0	0	2	0	6	4	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	1	1	8	2	0	0	1	2	1	2	5	1	0	2	1	1	0	0	0	0	3	1	1	1	0	0	0	1	0	0	0	0	0	0	1	4	8	0	2	0	0	7	1	0	2	7	15
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__Oligosphaerales;family__Lenti-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Lentisphaeria;order__Lentisphaerales;family__Lentisphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Kiritimatiellae;order__WCHB1-41;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__LD1-PA32;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__cvE6	0	4	1	1	3	0	2	4	4	2	3	0	3	4	4	20	2	0	0	0	2	2	0	0	1	0	0	1	5	0	3	3	0	2	6	2	0	1	1	2	1	2	0	4	0	0	0	0	0	1	0	1	2	2	0	1	1	1	1	6	1	0	0	2	1	1	3	6	1	0	2	2	1	1	1	0	2	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	5	0	6	1	2	15
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__Waddliaceae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__Simkaniaceae	0	4	1	2	2	3	3	4	10	2	11	1	7	8	8	12	3	1	1	1	0	4	0	0	0	0	0	2	3	1	5	5	3	2	7	0	0	3	3	2	6	3	1	5	3	1	1	0	0	2	0	0	0	1	2	0	0	3	2	3	1	2	1	3	8	0	2	13	13	1	4	5	0	1	0	2	3	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	1	4	0	1	1	0	4	6	6	7	9	18
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__Parachlamydiaceae	0	4	17	5	21	5	9	8	18	10	14	2	11	11	17	28	6	9	3	8	7	11	4	4	3	10	12	17	17	17	10	28	6	5	4	7	4	21	8	15	12	5	10	2	6	2	2	3	2	6	2	5	5	12	15	1	10	7	3	21	19	8	4	24	37	5	12	19	13	10	9	5	13	18	8	9	12	1	12	18	1	6	3	0	7	5	1	0	0	2	2	3	17	23	6	19	0	5	12	6	17	5	19	24
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__Criblamydiaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Verrucomicrobiota;class__Chlamydiae;order__Chlamydiales;family__Chlamydiaceae	0	0	0	0	0	1	0	1	4	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
root__Root;domain__Bacteria;phylum__TA06;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Synergistota;class__Synergistia;order__Synergistales;family__Synergistaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Sva0485;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Sumerlaeota;class__Sumerlaeia;order__Sumerlaeales;family__Sumerlaeaceae	1	0	0	1	1	2	0	0	2	2	0	1	3	1	0	0	1	0	1	0	3	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	1	1	0	0	0	0	3	2	0	0	0	5	0	0	0	0	0	0	0	1	0	0	1	3	0	7	1	7	4	0	6	3	2	1	1	2	1	0	0	4	3	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Spirochaetota;class__Spirochaetia;order__Spirochaetales;family__Spirochaetaceae	0	0	0	0	0	1	0	0	0	0	0	0	2	0	6	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	2	3
root__Root;domain__Bacteria;phylum__Spirochaetota;class__Leptospirae;order__Leptospirales;family__Leptospiraceae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Schekmanbacteria;class__unknown;order__unknown;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__SAR324cladeMarinegroupB;class__unknown;order__unknown;family__unknown	1	0	2	7	11	4	2	0	2	1	1	2	0	1	0	4	5	0	0	0	5	0	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	2	3	0	1	2	2	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	3	4	0	0	1	0	1	0	0	0	0	0	1	1	2	0	0	1	1	0	3	1	4	0	2	1	1	0	0	0	0	0	5	2	0	1	0	0	1	4	2	0	3	2
root__Root;domain__Bacteria;phylum__RCP2-54;class__unknown;order__unknown;family__unknown	6	41	97	52	91	25	87	116	87	48	96	2	31	39	18	31	30	23	8	67	9	40	36	29	44	25	46	24	32	24	92	37	24	66	43	51	9	44	30	42	73	25	9	12	14	17	16	28	30	27	39	22	27	32	5	119	46	36	33	19	5	2	4	32	44	33	44	71	77	52	41	37	35	11	16	45	28	16	11	37	8	36	5	14	10	9	9	4	16	8	68	6	3	8	37	23	2	25	27	56	46	73	48	94
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__unknown;family__unknown	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	4	7	2	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__uncultured;family__unknown	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	4	1	0	1	0	3	0	2	2	2	1	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	2
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__eub62A3;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Xanthomonadales;family__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Xanthomonadales;family__Xanthomonadaceae	1	0	0	6	1	40	1	2	2	0	0	5	17	6	0	0	5	6	2	0	9	5	1	15	1	4	1	0	1	0	16	0	0	0	3	0	7	0	15	4	3	2	3	4	2	4	7	1	3	4	1	2	2	2	0	1	0	0	0	0	1	4	11	0	0	0	0	0	1	0	0	0	1	9	17	0	0	7	4	13	2	0	3	2	6	15	3	3	0	1	0	6	1	2	11	4	1	0	2	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Xanthomonadales;family__Rhodanobacteraceae	2	10	12	19	32	13	20	22	14	7	11	5	43	38	3	25	4	8	10	5	17	26	2	6	12	6	15	6	12	5	15	4	37	10	20	6	1	10	1	16	16	7	12	20	15	4	5	2	5	6	9	7	4	30	3	2	4	7	5	3	7	13	5	22	18	3	12	29	19	9	8	6	9	4	5	1	12	16	8	11	2	1	4	0	4	1	2	1	0	15	3	0	13	16	0	6	0	0	11	4	4	16	12	4
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__WD260;family__unknown	0	114	17	1	35	2	9	21	46	6	100	3	4	20	3	133	42	3	0	6	0	7	0	0	1	2	11	21	20	19	1	32	17	12	32	6	1	28	2	29	26	12	0	16	4	0	0	0	0	13	6	0	21	6	103	13	43	63	52	113	3	0	0	45	63	19	21	52	18	33	30	28	12	0	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	38	0	0	0	0	21	10	30	28	83	142
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Vibrionales;family__Vibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Thiohalorhabdales;family__Thiohalorhabdaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Steroidobacterales;family__Woeseiaceae	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Steroidobacterales;family__Steroidobacteraceae	8	4	13	26	15	34	8	20	5	6	3	12	10	1	16	15	4	20	16	5	36	9	6	24	16	18	5	0	0	1	7	0	9	0	8	1	12	0	9	18	3	11	9	10	14	6	11	12	6	6	3	3	4	17	1	2	1	0	11	0	4	6	4	1	5	4	1	1	2	8	0	3	4	12	32	1	1	9	24	19	43	5	12	2	16	91	18	8	2	4	0	23	2	2	23	11	1	0	4	10	0	4	3	15
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Salinisphaerales;family__Solimonadaceae	0	0	6	2	4	5	2	0	4	2	1	0	3	2	23	3	4	0	0	1	3	0	2	0	0	2	1	2	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	1	0	1	3	0	0	0	4	2	0	1	2	0	0	1	2	4	0	0	0	2	0	0	3	1	0	1	0	0	0	0	0	0	2	0	0	1	0	1	4	2	0	1	0	0	0	0	0	3	3	11	1	0	0	0	1	0	0	0	0	3
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__SS1-B-04-55;family__unknown	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__SAR86clade;family__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__R7C24;family__unknown	1	3	1	5	4	3	4	2	5	1	1	4	4	6	5	8	1	7	4	1	2	2	3	5	2	1	3	0	2	5	2	1	7	2	3	2	2	1	3	1	3	6	1	4	0	2	2	1	1	2	1	0	0	6	0	0	1	2	1	4	7	2	0	7	4	1	0	3	0	2	1	1	1	2	6	1	4	3	3	0	2	0	1	0	3	17	7	1	0	0	1	8	3	2	4	3	1	0	1	1	1	0	0	3
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Pseudomonadales;family__Pseudomonadaceae	0	1	0	2	3	0	0	0	0	1	2	0	0	4	0	5	0	1	0	0	0	3	0	1	1	0	0	14	4	0	4	2	2	0	4	0	1	0	25	4	1	0	1	1	0	0	0	0	0	2	2	6	0	3	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	2	3	0	7	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Pseudomonadales;family__Moraxellaceae	0	0	3	1	3	0	0	1	1	0	0	2	1	0	2	14	0	0	1	0	1	4	6	4	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	3	2	1	0	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	1	1	5	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Piscirickettsiales;family__Piscirickettsiaceae	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Pasteurellales;family__Pasteurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
